"dia","time_casa","gols_casa","time_fora","gols_fora","ano","r_timecasa","r_timefora"
"2003-03-29","guarani",4,"vasco",2,"Y",,
"2003-03-29","atletico-pr",2,"gremio",0,"Y",,
"2003-03-30","flamengo",1,"coritiba",1,"Y",,
"2003-03-30","cruzeiro",2,"sao-caetano",2,"Y",,
"2003-03-30","juventude",2,"sao-paulo",2,"Y",,
"2003-03-30","vitoria",1,"figueirense",1,"Y",,
"2003-03-30","internacional",1,"ponte-preta",1,"Y",,
"2003-03-30","goias",2,"paysandu",2,"Y",,
"2003-03-30","fortaleza",0,"bahia",0,"Y",,
"2003-03-30","criciuma",2,"fluminense",0,"Y",,
"2003-03-30","santos",2,"parana",2,"Y",,
"2003-03-30","corinthians",0,"atletico-mg",3,"Y",,
"2003-04-05","atletico-mg",0,"santos",0,"Y",,
"2003-04-05","coritiba",0,"internacional",1,"Y",,
"2003-04-05","fluminense",1,"fortaleza",1,"Y",,
"2003-04-05","gremio",3,"guarani",1,"Y",,
"2003-04-06","bahia",1,"flamengo",2,"Y",,
"2003-04-06","parana",3,"atletico-pr",0,"Y",,
"2003-04-06","paysandu",1,"vitoria",2,"Y",,
"2003-04-06","ponte-preta",1,"juventude",0,"Y",,
"2003-04-06","sao-caetano",3,"criciuma",2,"Y",,
"2003-04-06","figueirense",3,"corinthians",3,"Y",,
"2003-04-06","vasco",6,"goias",4,"Y",,
"2003-04-06","sao-paulo",2,"cruzeiro",4,"Y",,
"2003-04-09","paysandu",2,"santos",1,"Y",,
"2003-04-12","internacional",2,"bahia",0,"Y",,
"2003-04-12","atletico-pr",1,"atletico-mg",2,"Y",,
"2003-04-12","santos",2,"figueirense",0,"Y",,
"2003-04-12","corinthians",6,"paysandu",1,"Y",,
"2003-04-13","goias",1,"gremio",1,"Y",,
"2003-04-13","criciuma",1,"sao-paulo",1,"Y",,
"2003-04-13","fortaleza",1,"sao-caetano",1,"Y",,
"2003-04-13","juventude",2,"coritiba",1,"Y",,
"2003-04-13","guarani",2,"parana",0,"Y",,
"2003-04-13","vitoria",2,"vasco",1,"Y",,
"2003-04-13","cruzeiro",3,"ponte-preta",0,"Y",,
"2003-04-13","flamengo",4,"fluminense",1,"Y",,
"2003-04-16","ponte-preta",1,"criciuma",1,"Y",,
"2003-04-16","bahia",3,"juventude",1,"Y",,
"2003-04-16","gremio",2,"vitoria",1,"Y",,
"2003-04-16","atletico-mg",3,"guarani",2,"Y",,
"2003-04-16","figueirense",1,"atletico-pr",1,"Y",,
"2003-04-16","vasco",2,"corinthians",2,"Y",,
"2003-04-16","coritiba",3,"cruzeiro",4,"Y",,
"2003-04-16","sao-caetano",1,"flamengo",1,"Y",,
"2003-04-17","parana",3,"goias",1,"Y",,
"2003-04-17","fluminense",3,"internacional",1,"Y",,
"2003-04-17","sao-paulo",3,"fortaleza",1,"Y",,
"2003-04-19","sao-caetano",1,"gremio",1,"Y",,
"2003-04-19","bahia",2,"atletico-mg",4,"Y",,
"2003-04-19","flamengo",0,"santos",2,"Y",,
"2003-04-20","internacional",2,"corinthians",1,"Y",,
"2003-04-20","sao-paulo",3,"vasco",1,"Y",,
"2003-04-20","criciuma",1,"guarani",0,"Y",,
"2003-04-20","fortaleza",1,"atletico-pr",0,"Y",,
"2003-04-20","juventude",1,"vitoria",1,"Y",,
"2003-04-20","ponte-preta",4,"paysandu",4,"Y",,
"2003-04-20","fluminense",0,"parana",0,"Y",,
"2003-04-20","cruzeiro",4,"goias",1,"Y",,
"2003-04-21","coritiba",1,"figueirense",0,"Y",,
"2003-04-26","parana",3,"bahia",1,"Y",,
"2003-04-26","atletico-mg",1,"coritiba",2,"Y",,
"2003-04-26","vitoria",0,"internacional",3,"Y",,
"2003-04-26","guarani",1,"cruzeiro",1,"Y",,
"2003-04-27","figueirense",0,"ponte-preta",0,"Y",,
"2003-04-27","corinthians",1,"flamengo",1,"Y",,
"2003-04-27","goias",7,"juventude",0,"Y",,
"2003-04-27","santos",4,"fortaleza",0,"Y",,
"2003-04-27","atletico-pr",5,"criciuma",2,"Y",,
"2003-04-27","gremio",0,"fluminense",1,"Y",,
"2003-04-27","paysandu",5,"sao-paulo",2,"Y",,
"2003-04-27","vasco",1,"sao-caetano",0,"Y",,
"2003-05-03","bahia",2,"gremio",1,"Y",,
"2003-05-03","flamengo",2,"vitoria",1,"Y",,
"2003-05-03","cruzeiro",5,"atletico-pr",2,"Y",,
"2003-05-04","sao-paulo",3,"figueirense",2,"Y",,
"2003-05-04","fortaleza",1,"corinthians",2,"Y",,
"2003-05-04","coritiba",2,"parana",1,"Y",,
"2003-05-04","internacional",2,"goias",1,"Y",,
"2003-05-04","ponte-preta",2,"atletico-mg",1,"Y",,
"2003-05-04","juventude",1,"guarani",1,"Y",,
"2003-05-04","sao-caetano",2,"paysandu",0,"Y",,
"2003-05-04","fluminense",0,"vasco",0,"Y",,
"2003-05-04","criciuma",1,"santos",3,"Y",,
"2003-05-10","goias",1,"flamengo",1,"Y",,
"2003-05-10","santos",0,"cruzeiro",2,"Y",,
"2003-05-10","parana",3,"ponte-preta",2,"Y",,
"2003-05-10","corinthians",3,"criciuma",0,"Y",,
"2003-05-11","figueirense",3,"sao-caetano",0,"Y",,
"2003-05-11","vasco",1,"bahia",1,"Y",,
"2003-05-11","atletico-mg",2,"sao-paulo",2,"Y",,
"2003-05-11","vitoria",2,"fortaleza",1,"Y",,
"2003-05-11","guarani",3,"internacional",0,"Y",,
"2003-05-11","atletico-pr",2,"juventude",0,"Y",,
"2003-05-11","paysandu",2,"fluminense",2,"Y",,
"2003-05-11","gremio",1,"coritiba",0,"Y",,
"2003-05-17","fluminense",3,"figueirense",0,"Y",,
"2003-05-17","sao-caetano",2,"atletico-mg",0,"Y",,
"2003-05-17","juventude",1,"santos",1,"Y",,
"2003-05-18","coritiba",1,"vasco",1,"Y",,
"2003-05-18","bahia",2,"paysandu",0,"Y",,
"2003-05-18","internacional",1,"atletico-pr",1,"Y",,
"2003-05-18","cruzeiro",1,"corinthians",1,"Y",,
"2003-05-18","ponte-preta",2,"gremio",1,"Y",,
"2003-05-18","criciuma",1,"vitoria",1,"Y",,
"2003-05-18","fortaleza",1,"goias",0,"Y",,
"2003-05-18","flamengo",1,"guarani",1,"Y",,
"2003-05-18","sao-paulo",2,"parana",0,"Y",,
"2003-05-24","parana",1,"sao-caetano",1,"Y",,
"2003-05-24","atletico-mg",3,"fluminense",0,"Y",,
"2003-05-24","corinthians",3,"juventude",0,"Y",,
"2003-05-24","vasco",1,"ponte-preta",0,"Y",,
"2003-05-25","atletico-pr",4,"flamengo",1,"Y",,
"2003-05-25","figueirense",1,"bahia",0,"Y",,
"2003-05-25","goias",0,"criciuma",2,"Y",,
"2003-05-25","gremio",1,"sao-paulo",2,"Y",,
"2003-05-25","guarani",2,"fortaleza",1,"Y",,
"2003-05-25","paysandu",1,"coritiba",3,"Y",,
"2003-05-25","vitoria",2,"cruzeiro",1,"Y",,
"2003-05-25","santos",2,"internacional",1,"Y",,
"2003-05-31","ponte-preta",0,"sao-caetano",0,"Y",,
"2003-05-31","coritiba",3,"guarani",2,"Y",,
"2003-05-31","cruzeiro",2,"criciuma",0,"Y",,
"2003-05-31","fluminense",2,"atletico-pr",1,"Y",,
"2003-05-31","internacional",2,"paysandu",1,"Y",,
"2003-06-01","parana",6,"flamengo",2,"Y",,
"2003-06-01","figueirense",2,"gremio",1,"Y",,
"2003-06-01","fortaleza",3,"juventude",1,"Y",,
"2003-06-01","bahia",2,"goias",1,"Y",,
"2003-06-01","santos",3,"sao-paulo",2,"Y",,
"2003-06-01","vasco",2,"atletico-mg",2,"Y",,
"2003-06-01","corinthians",4,"vitoria",0,"Y",,
"2003-06-07","guarani",1,"santos",2,"Y",,
"2003-06-07","gremio",3,"fortaleza",1,"Y",,
"2003-06-07","vitoria",2,"fluminense",1,"Y",,
"2003-06-07","atletico-mg",1,"figueirense",1,"Y",,
"2003-06-08","sao-caetano",1,"corinthians",0,"Y",,
"2003-06-08","goias",1,"coritiba",2,"Y",,
"2003-06-08","paysandu",3,"parana",0,"Y",,
"2003-06-08","juventude",0,"vasco",0,"Y",,
"2003-06-08","atletico-pr",4,"ponte-preta",2,"Y",,
"2003-06-08","sao-paulo",2,"bahia",2,"Y",,
"2003-06-08","criciuma",1,"internacional",0,"Y",,
"2003-06-14","ponte-preta",0,"guarani",2,"Y",,
"2003-06-14","fluminense",2,"goias",3,"Y",,
"2003-06-14","coritiba",2,"atletico-pr",0,"Y",,
"2003-06-15","corinthians",1,"sao-paulo",2,"Y",,
"2003-06-15","fortaleza",1,"paysandu",2,"Y",,
"2003-06-15","parana",1,"juventude",2,"Y",,
"2003-06-15","gremio",0,"internacional",0,"Y",,
"2003-06-15","bahia",2,"vitoria",1,"Y",,
"2003-06-15","criciuma",1,"figueirense",0,"Y",,
"2003-06-15","santos",0,"sao-caetano",1,"Y",,
"2003-06-15","cruzeiro",0,"atletico-mg",0,"Y",,
"2003-06-15","vasco",1,"flamengo",2,"Y",,
"2003-06-18","flamengo",3,"cruzeiro",0,"Y",,
"2003-06-19","bahia",2,"coritiba",2,"Y",,
"2003-06-21","vasco",2,"criciuma",0,"Y",,
"2003-06-21","atletico-mg",3,"gremio",2,"Y",,
"2003-06-21","internacional",2,"parana",1,"Y",,
"2003-06-21","sao-paulo",1,"goias",0,"Y",,
"2003-06-22","paysandu",2,"flamengo",2,"Y",,
"2003-06-22","ponte-preta",3,"corinthians",3,"Y",,
"2003-06-22","sao-caetano",2,"vitoria",1,"Y",,
"2003-06-22","figueirense",2,"fortaleza",2,"Y",,
"2003-06-22","juventude",0,"cruzeiro",1,"Y",,
"2003-06-22","fluminense",5,"guarani",2,"Y",,
"2003-06-28","santos",4,"bahia",0,"Y",,
"2003-06-28","fortaleza",0,"vasco",1,"Y",,
"2003-06-28","gremio",1,"juventude",4,"Y",,
"2003-06-28","coritiba",2,"sao-caetano",0,"Y",,
"2003-06-28","flamengo",0,"figueirense",2,"Y",,
"2003-06-29","corinthians",1,"fluminense",0,"Y",,
"2003-06-29","guarani",0,"sao-paulo",1,"Y",,
"2003-06-29","vitoria",1,"atletico-pr",0,"Y",,
"2003-06-29","criciuma",2,"paysandu",0,"Y",,
"2003-06-29","cruzeiro",3,"internacional",2,"Y",,
"2003-06-29","parana",1,"atletico-mg",1,"Y",,
"2003-07-05","sao-paulo",1,"sao-caetano",1,"Y",,
"2003-07-05","vasco",1,"parana",4,"Y",,
"2003-07-05","figueirense",1,"cruzeiro",0,"Y",,
"2003-07-05","atletico-mg",3,"paysandu",2,"Y",,
"2003-07-06","gremio",2,"flamengo",0,"Y",,
"2003-07-06","vitoria",1,"ponte-preta",4,"Y",,
"2003-07-06","guarani",3,"goias",2,"Y",,
"2003-07-06","atletico-pr",3,"corinthians",1,"Y",,
"2003-07-06","fortaleza",0,"criciuma",1,"Y",,
"2003-07-06","juventude",1,"internacional",1,"Y",,
"2003-07-06","fluminense",1,"bahia",0,"Y",,
"2003-07-06","santos",3,"coritiba",1,"Y",,
"2003-07-09","corinthians",1,"santos",1,"Y",,
"2003-07-09","sao-caetano",0,"atletico-pr",0,"Y",,
"2003-07-09","paysandu",1,"figueirense",0,"Y",,
"2003-07-09","goias",1,"vitoria",1,"Y",,
"2003-07-09","cruzeiro",2,"fortaleza",0,"Y",,
"2003-07-09","bahia",2,"guarani",0,"Y",,
"2003-07-09","flamengo",2,"juventude",1,"Y",,
"2003-07-09","coritiba",0,"sao-paulo",2,"Y",,
"2003-07-09","internacional",2,"vasco",1,"Y",,
"2003-07-10","ponte-preta",3,"fluminense",0,"Y",,
"2003-07-10","criciuma",1,"atletico-mg",0,"Y",,
"2003-07-10","parana",3,"gremio",1,"Y",,
"2003-07-12","fortaleza",3,"internacional",0,"Y",,
"2003-07-12","atletico-pr",0,"goias",0,"Y",,
"2003-07-12","vasco",0,"paysandu",2,"Y",,
"2003-07-13","atletico-mg",1,"flamengo",0,"Y",,
"2003-07-13","ponte-preta",1,"bahia",0,"Y",,
"2003-07-13","corinthians",0,"coritiba",1,"Y",,
"2003-07-13","criciuma",3,"juventude",0,"Y",,
"2003-07-13","fluminense",1,"sao-paulo",3,"Y",,
"2003-07-13","sao-caetano",0,"guarani",2,"Y",,
"2003-07-13","figueirense",4,"parana",2,"Y",,
"2003-07-13","vitoria",2,"santos",0,"Y",,
"2003-07-13","gremio",0,"cruzeiro",1,"Y",,
"2003-07-16","bahia",0,"sao-caetano",0,"Y",,
"2003-07-16","flamengo",0,"fortaleza",2,"Y",,
"2003-07-16","guarani",2,"vitoria",2,"Y",,
"2003-07-16","internacional",3,"atletico-mg",3,"Y",,
"2003-07-16","coritiba",3,"fluminense",0,"Y",,
"2003-07-16","juventude",1,"figueirense",2,"Y",,
"2003-07-16","santos",2,"ponte-preta",1,"Y",,
"2003-07-16","cruzeiro",4,"vasco",1,"Y",,
"2003-07-16","goias",1,"corinthians",1,"Y",,
"2003-07-17","sao-paulo",2,"atletico-pr",0,"Y",,
"2003-07-17","paysandu",1,"gremio",1,"Y",,
"2003-07-19","corinthians",1,"guarani",0,"Y",,
"2003-07-19","fortaleza",4,"atletico-mg",3,"Y",,
"2003-07-19","fluminense",1,"santos",4,"Y",,
"2003-07-19","internacional",3,"figueirense",0,"Y",,
"2003-07-20","vitoria",0,"sao-paulo",2,"Y",,
"2003-07-20","ponte-preta",1,"coritiba",1,"Y",,
"2003-07-20","juventude",2,"paysandu",0,"Y",,
"2003-07-20","criciuma",4,"flamengo",3,"Y",,
"2003-07-20","goias",2,"sao-caetano",1,"Y",,
"2003-07-20","atletico-pr",2,"bahia",1,"Y",,
"2003-07-20","cruzeiro",5,"parana",1,"Y",,
"2003-07-20","vasco",2,"gremio",0,"Y",,
"2003-07-23","atletico-mg",2,"juventude",1,"Y",,
"2003-07-23","guarani",1,"atletico-pr",0,"Y",,
"2003-07-23","paysandu",3,"cruzeiro",0,"Y",,
"2003-07-23","parana",4,"fortaleza",1,"Y",,
"2003-07-23","bahia",0,"corinthians",0,"Y",,
"2003-07-23","santos",3,"goias",3,"Y",,
"2003-07-23","figueirense",0,"vasco",0,"Y",,
"2003-07-24","sao-paulo",1,"ponte-preta",2,"Y",,
"2003-07-24","flamengo",2,"internacional",1,"Y",,
"2003-07-24","gremio",0,"criciuma",2,"Y",,
"2003-07-24","sao-caetano",2,"fluminense",0,"Y",,
"2003-07-24","coritiba",1,"vitoria",1,"Y",,
"2003-07-26","santos",2,"vasco",1,"Y",,
"2003-07-26","goias",1,"atletico-mg",1,"Y",,
"2003-07-26","atletico-pr",1,"paysandu",1,"Y",,
"2003-07-27","vitoria",0,"parana",3,"Y",,
"2003-07-27","corinthians",1,"gremio",0,"Y",,
"2003-07-27","criciuma",2,"coritiba",3,"Y",,
"2003-07-27","guarani",3,"figueirense",0,"Y",,
"2003-07-27","juventude",2,"fluminense",1,"Y",,
"2003-07-27","flamengo",1,"sao-paulo",1,"Y",,
"2003-07-27","internacional",0,"sao-caetano",0,"Y",,
"2003-07-27","cruzeiro",5,"bahia",2,"Y",,
"2003-07-27","fortaleza",2,"ponte-preta",3,"Y",,
"2003-07-30","atletico-pr",0,"santos",2,"Y",,
"2003-07-30","goias",0,"ponte-preta",0,"Y",,
"2003-07-31","parana",2,"criciuma",1,"Y",,
"2003-08-02","gremio",2,"santos",0,"Y",,
"2003-08-02","fluminense",2,"cruzeiro",2,"Y",,
"2003-08-02","sao-paulo",0,"internacional",2,"Y",,
"2003-08-02","sao-caetano",1,"juventude",1,"Y",,
"2003-08-03","figueirense",0,"goias",1,"Y",,
"2003-08-03","parana",1,"corinthians",1,"Y",,
"2003-08-03","paysandu",6,"guarani",1,"Y",,
"2003-08-03","ponte-preta",1,"flamengo",1,"Y",,
"2003-08-03","bahia",2,"criciuma",2,"Y",,
"2003-08-03","coritiba",1,"fortaleza",1,"Y",,
"2003-08-03","atletico-mg",1,"vitoria",0,"Y",,
"2003-08-03","vasco",2,"atletico-pr",1,"Y",,
"2003-08-06","juventude",0,"ponte-preta",0,"Y",,
"2003-08-06","atletico-pr",1,"parana",0,"Y",,
"2003-08-06","criciuma",0,"sao-caetano",1,"Y",,
"2003-08-06","fortaleza",3,"fluminense",1,"Y",,
"2003-08-06","vitoria",1,"paysandu",1,"Y",,
"2003-08-06","goias",3,"vasco",1,"Y",,
"2003-08-06","cruzeiro",1,"sao-paulo",1,"Y",,
"2003-08-06","santos",3,"atletico-mg",3,"Y",,
"2003-08-07","internacional",1,"coritiba",0,"Y",,
"2003-08-07","flamengo",6,"bahia",0,"Y",,
"2003-08-07","corinthians",0,"figueirense",1,"Y",,
"2003-08-07","guarani",2,"gremio",0,"Y",,
"2003-08-09","fluminense",1,"criciuma",1,"Y",,
"2003-08-09","parana",1,"santos",2,"Y",,
"2003-08-09","sao-caetano",2,"cruzeiro",0,"Y",,
"2003-08-09","sao-paulo",3,"juventude",1,"Y",,
"2003-08-10","atletico-mg",2,"corinthians",3,"Y",,
"2003-08-10","coritiba",5,"flamengo",0,"Y",,
"2003-08-10","figueirense",1,"vitoria",2,"Y",,
"2003-08-10","bahia",1,"fortaleza",0,"Y",,
"2003-08-10","ponte-preta",1,"internacional",4,"Y",,
"2003-08-10","paysandu",2,"goias",2,"Y",,
"2003-08-10","gremio",1,"atletico-pr",1,"Y",,
"2003-08-10","vasco",0,"guarani",0,"Y",,
"2003-08-16","vasco",1,"vitoria",0,"Y",,
"2003-08-16","bahia",1,"internacional",3,"Y",,
"2003-08-16","figueirense",1,"santos",0,"Y",,
"2003-08-16","coritiba",1,"juventude",0,"Y",,
"2003-08-16","atletico-mg",1,"atletico-pr",2,"Y",,
"2003-08-16","sao-paulo",0,"criciuma",0,"Y",,
"2003-08-17","sao-caetano",3,"fortaleza",0,"Y",,
"2003-08-17","gremio",0,"goias",1,"Y",,
"2003-08-17","ponte-preta",1,"cruzeiro",3,"Y",,
"2003-08-17","parana",0,"guarani",0,"Y",,
"2003-08-17","paysandu",2,"corinthians",2,"Y",,
"2003-08-17","fluminense",0,"flamengo",1,"Y",,
"2003-08-20","juventude",1,"bahia",0,"Y",,
"2003-08-20","goias",1,"parana",0,"Y",,
"2003-08-20","flamengo",1,"sao-caetano",0,"Y",,
"2003-08-20","cruzeiro",2,"coritiba",2,"Y",,
"2003-08-20","vitoria",4,"gremio",1,"Y",,
"2003-08-20","atletico-pr",1,"figueirense",2,"Y",,
"2003-08-20","santos",2,"paysandu",0,"Y",,
"2003-08-20","corinthians",0,"vasco",0,"Y",,
"2003-08-20","fortaleza",0,"sao-paulo",2,"Y",,
"2003-08-21","internacional",0,"fluminense",1,"Y",,
"2003-08-21","guarani",2,"atletico-mg",2,"Y",,
"2003-08-21","criciuma",3,"ponte-preta",0,"Y",,
"2003-08-23","santos",2,"flamengo",1,"Y",,
"2003-08-23","atletico-pr",3,"fortaleza",1,"Y",,
"2003-08-23","goias",1,"cruzeiro",0,"Y",,
"2003-08-23","gremio",0,"sao-caetano",0,"Y",,
"2003-08-24","vasco",3,"sao-paulo",2,"Y",,
"2003-08-24","paysandu",3,"ponte-preta",2,"Y",,
"2003-08-24","parana",2,"fluminense",0,"Y",,
"2003-08-24","guarani",1,"criciuma",0,"Y",,
"2003-08-24","figueirense",1,"coritiba",2,"Y",,
"2003-08-24","vitoria",3,"juventude",0,"Y",,
"2003-08-24","atletico-mg",1,"bahia",0,"Y",,
"2003-08-24","corinthians",3,"internacional",1,"Y",,
"2003-08-30","fluminense",2,"gremio",0,"Y",,
"2003-08-30","fortaleza",0,"santos",0,"Y",,
"2003-08-30","internacional",0,"vitoria",1,"Y",,
"2003-08-30","cruzeiro",4,"guarani",1,"Y",,
"2003-08-30","sao-paulo",1,"paysandu",0,"Y",,
"2003-08-31","sao-caetano",1,"vasco",0,"Y",,
"2003-08-31","juventude",0,"goias",2,"Y",,
"2003-08-31","ponte-preta",1,"figueirense",1,"Y",,
"2003-08-31","bahia",4,"parana",2,"Y",,
"2003-08-31","flamengo",1,"corinthians",0,"Y",,
"2003-08-31","coritiba",2,"atletico-mg",2,"Y",,
"2003-08-31","criciuma",2,"atletico-pr",0,"Y",,
"2003-09-13","atletico-pr",1,"cruzeiro",4,"Y",,
"2003-09-13","santos",5,"criciuma",2,"Y",,
"2003-09-13","gremio",1,"bahia",1,"Y",,
"2003-09-13","corinthians",2,"fortaleza",0,"Y",,
"2003-09-14","vitoria",1,"flamengo",0,"Y",,
"2003-09-14","goias",3,"internacional",1,"Y",,
"2003-09-14","figueirense",2,"sao-paulo",2,"Y",,
"2003-09-14","paysandu",1,"sao-caetano",0,"Y",,
"2003-09-14","guarani",2,"juventude",0,"Y",,
"2003-09-14","parana",2,"coritiba",3,"Y",,
"2003-09-14","vasco",1,"fluminense",0,"Y",,
"2003-09-14","atletico-mg",2,"ponte-preta",0,"Y",,
"2003-09-20","ponte-preta",4,"parana",0,"Y",,
"2003-09-20","coritiba",1,"gremio",0,"Y",,
"2003-09-20","cruzeiro",3,"santos",0,"Y",,
"2003-09-20","fluminense",1,"paysandu",1,"Y",,
"2003-09-20","internacional",2,"guarani",0,"Y",,
"2003-09-21","criciuma",1,"corinthians",0,"Y",,
"2003-09-21","bahia",3,"vasco",0,"Y",,
"2003-09-21","fortaleza",1,"vitoria",0,"Y",,
"2003-09-21","sao-caetano",0,"figueirense",2,"Y",,
"2003-09-21","juventude",4,"atletico-pr",0,"Y",,
"2003-09-21","sao-paulo",2,"atletico-mg",2,"Y",,
"2003-09-21","flamengo",1,"goias",1,"Y",,
"2003-09-24","atletico-pr",2,"internacional",1,"Y",,
"2003-09-24","goias",0,"fortaleza",1,"Y",,
"2003-09-24","gremio",2,"ponte-preta",2,"Y",,
"2003-09-24","paysandu",4,"bahia",0,"Y",,
"2003-09-24","vitoria",1,"criciuma",1,"Y",,
"2003-09-24","santos",1,"juventude",1,"Y",,
"2003-09-24","corinthians",0,"cruzeiro",1,"Y",,
"2003-09-24","parana",4,"sao-paulo",2,"Y",,
"2003-09-24","guarani",5,"flamengo",3,"Y",,
"2003-09-25","vasco",2,"coritiba",1,"Y",,
"2003-09-25","figueirense",2,"fluminense",2,"Y",,
"2003-09-25","atletico-mg",3,"sao-caetano",1,"Y",,
"2003-09-27","internacional",1,"santos",0,"Y",,
"2003-09-27","sao-paulo",3,"gremio",1,"Y",,
"2003-09-27","flamengo",2,"atletico-pr",1,"Y",,
"2003-09-28","fortaleza",3,"guarani",0,"Y",,
"2003-09-28","criciuma",1,"goias",0,"Y",,
"2003-09-28","bahia",1,"figueirense",1,"Y",,
"2003-09-28","ponte-preta",2,"vasco",2,"Y",,
"2003-09-28","sao-caetano",2,"parana",0,"Y",,
"2003-09-28","juventude",6,"corinthians",1,"Y",,
"2003-09-28","cruzeiro",1,"vitoria",0,"Y",,
"2003-09-28","fluminense",0,"atletico-mg",1,"Y",,
"2003-09-28","coritiba",1,"paysandu",0,"Y",,
"2003-10-04","atletico-pr",0,"fluminense",0,"Y",,
"2003-10-04","paysandu",0,"internacional",0,"Y",,
"2003-10-04","sao-caetano",1,"ponte-preta",0,"Y",,
"2003-10-04","gremio",3,"figueirense",1,"Y",,
"2003-10-04","sao-paulo",1,"santos",2,"Y",,
"2003-10-05","vitoria",1,"corinthians",2,"Y",,
"2003-10-05","guarani",2,"coritiba",1,"Y",,
"2003-10-05","atletico-mg",2,"vasco",1,"Y",,
"2003-10-05","juventude",2,"fortaleza",2,"Y",,
"2003-10-05","goias",3,"bahia",1,"Y",,
"2003-10-05","flamengo",0,"parana",3,"Y",,
"2003-10-05","criciuma",1,"cruzeiro",3,"Y",,
"2003-10-08","vasco",1,"juventude",1,"Y",,
"2003-10-08","fortaleza",2,"gremio",2,"Y",,
"2003-10-08","corinthians",0,"sao-caetano",3,"Y",,
"2003-10-08","coritiba",1,"goias",0,"Y",,
"2003-10-08","ponte-preta",2,"atletico-pr",2,"Y",,
"2003-10-08","bahia",3,"sao-paulo",0,"Y",,
"2003-10-08","santos",1,"guarani",1,"Y",,
"2003-10-08","cruzeiro",2,"flamengo",0,"Y",,
"2003-10-09","internacional",2,"criciuma",0,"Y",,
"2003-10-09","parana",4,"paysandu",2,"Y",,
"2003-10-09","figueirense",0,"atletico-mg",1,"Y",,
"2003-10-09","fluminense",2,"vitoria",0,"Y",,
"2003-10-11","atletico-pr",2,"coritiba",0,"Y",,
"2003-10-11","guarani",1,"ponte-preta",3,"Y",,
"2003-10-11","sao-caetano",2,"santos",2,"Y",,
"2003-10-12","goias",6,"fluminense",1,"Y",,
"2003-10-12","vitoria",2,"bahia",1,"Y",,
"2003-10-12","figueirense",4,"criciuma",2,"Y",,
"2003-10-12","atletico-mg",0,"cruzeiro",1,"Y",,
"2003-10-12","juventude",1,"parana",1,"Y",,
"2003-10-12","sao-paulo",3,"corinthians",0,"Y",,
"2003-10-12","internacional",0,"gremio",1,"Y",,
"2003-10-12","flamengo",2,"vasco",1,"Y",,
"2003-10-15","paysandu",3,"fortaleza",0,"Y",,
"2003-10-18","guarani",2,"fluminense",0,"Y",,
"2003-10-18","goias",3,"sao-paulo",1,"Y",,
"2003-10-18","gremio",2,"atletico-mg",2,"Y",,
"2003-10-18","flamengo",2,"paysandu",0,"Y",,
"2003-10-18","coritiba",3,"bahia",2,"Y",,
"2003-10-19","santos",3,"atletico-pr",2,"Y",,
"2003-10-19","criciuma",2,"vasco",1,"Y",,
"2003-10-19","parana",4,"internacional",0,"Y",,
"2003-10-19","fortaleza",1,"figueirense",1,"Y",,
"2003-10-19","vitoria",0,"sao-caetano",0,"Y",,
"2003-10-19","corinthians",3,"ponte-preta",0,"Y",,
"2003-10-19","cruzeiro",1,"juventude",2,"Y",,
"2003-10-22","sao-caetano",2,"coritiba",0,"Y",,
"2003-10-22","ponte-preta",0,"goias",2,"Y",,
"2003-10-22","atletico-pr",1,"vitoria",2,"Y",,
"2003-10-22","figueirense",0,"flamengo",0,"Y",,
"2003-10-22","fluminense",1,"corinthians",0,"Y",,
"2003-10-22","bahia",4,"santos",7,"Y",,
"2003-10-22","internacional",1,"cruzeiro",0,"Y",,
"2003-10-23","atletico-mg",2,"parana",2,"Y",,
"2003-10-23","juventude",1,"gremio",2,"Y",,
"2003-10-23","sao-paulo",3,"guarani",3,"Y",,
"2003-10-23","vasco",1,"fortaleza",1,"Y",,
"2003-10-23","paysandu",4,"criciuma",0,"Y",,
"2003-10-25","bahia",2,"fluminense",2,"Y",,
"2003-10-25","coritiba",0,"santos",4,"Y",,
"2003-10-25","ponte-preta",1,"vitoria",1,"Y",,
"2003-10-25","cruzeiro",1,"figueirense",0,"Y",,
"2003-10-26","goias",3,"guarani",0,"Y",,
"2003-10-26","parana",3,"vasco",3,"Y",,
"2003-10-26","corinthians",2,"atletico-pr",3,"Y",,
"2003-10-26","criciuma",2,"fortaleza",2,"Y",,
"2003-10-26","sao-caetano",0,"sao-paulo",1,"Y",,
"2003-10-26","paysandu",1,"atletico-mg",0,"Y",,
"2003-10-26","flamengo",2,"gremio",1,"Y",,
"2003-10-26","internacional",0,"juventude",0,"Y",,
"2003-11-01","gremio",0,"parana",2,"Y",,
"2003-11-01","atletico-pr",1,"sao-caetano",0,"Y",,
"2003-11-01","guarani",3,"bahia",2,"Y",,
"2003-11-01","fluminense",2,"ponte-preta",2,"Y",,
"2003-11-01","atletico-mg",1,"criciuma",1,"Y",,
"2003-11-02","fortaleza",1,"cruzeiro",2,"Y",,
"2003-11-02","figueirense",6,"paysandu",0,"Y",,
"2003-11-02","santos",3,"corinthians",1,"Y",,
"2003-11-02","juventude",2,"flamengo",2,"Y",,
"2003-11-02","vitoria",3,"goias",4,"Y",,
"2003-11-02","vasco",0,"internacional",1,"Y",,
