"dia","time_casa","gols_casa","time_fora","gols_fora","ano","r_timecasa","r_timefora"
"2004-12-05","juventude",1,"botafogo",0,"Y",,
"2004-12-05","internacional",2,"cruzeiro",0,"Y",,
"2004-12-05","flamengo",0,"coritiba",0,"Y",,
"2004-12-11","gremio",0,"atletico-mg",1,"Y",,
"2004-12-11","paysandu",4,"guarani",2,"Y",,
"2004-12-11","palmeiras",3,"criciuma",2,"Y",,
"2004-12-11","parana",0,"fluminense",1,"Y",,
"2004-12-12","vasco",1,"atletico-pr",0,"Y",,
"2004-12-12","figueirense",1,"juventude",0,"Y",,
"2004-12-12","botafogo",1,"corinthians",2,"Y",,
"2004-12-12","sao-caetano",0,"santos",3,"Y",,
"2004-12-12","sao-paulo",1,"flamengo",1,"Y",,
"2004-12-12","coritiba",1,"goias",0,"Y",,
"2004-12-12","ponte-preta",1,"internacional",2,"Y",,
"2004-12-12","cruzeiro",4,"vitoria",0,"Y",,
"2004-12-19","goias",2,"sao-paulo",0,"Y",,
"2004-12-19","internacional",2,"parana",1,"Y",,
"2004-12-19","flamengo",6,"cruzeiro",2,"Y",,
"2004-12-19","fluminense",1,"palmeiras",1,"Y",,
"2004-12-19","vitoria",1,"ponte-preta",2,"Y",,
"2004-12-19","criciuma",3,"coritiba",3,"Y",,
"2004-12-19","guarani",2,"gremio",0,"Y",,
"2004-12-19","atletico-mg",3,"sao-caetano",0,"Y",,
"2004-12-19","santos",2,"vasco",1,"Y",,
"2004-12-19","atletico-pr",1,"botafogo",1,"Y",,
"2004-12-19","corinthians",5,"figueirense",2,"Y",,
"2004-12-19","juventude",1,"paysandu",2,"Y",,
"2005-04-23","parana",0,"goias",2,"Y",,
"2005-04-23","atletico-mg",4,"figueirense",1,"Y",,
"2005-04-23","sao-caetano",2,"palmeiras",2,"Y",,
"2005-04-23","flamengo",1,"cruzeiro",1,"Y",,
"2005-04-24","internacional",0,"botafogo",2,"Y",,
"2005-04-24","corinthians",2,"juventude",2,"Y",,
"2005-04-24","fluminense",2,"sao-paulo",1,"Y",,
"2005-04-24","fortaleza",0,"coritiba",1,"Y",,
"2005-04-24","atletico-pr",0,"ponte-preta",1,"Y",,
"2005-04-24","santos",4,"paysandu",1,"Y",,
"2005-04-24","brasiliense",0,"vasco",1,"Y",,
"2005-04-30","goias",0,"sao-caetano",0,"Y",,
"2005-04-30","palmeiras",2,"brasiliense",1,"Y",,
"2005-04-30","vasco",0,"fortaleza",0,"Y",,
"2005-04-30","sao-paulo",1,"parana",1,"Y",,
"2005-04-30","ponte-preta",3,"atletico-mg",3,"Y",,
"2005-05-01","juventude",1,"atletico-pr",0,"Y",,
"2005-05-01","cruzeiro",3,"internacional",2,"Y",,
"2005-05-01","figueirense",0,"flamengo",1,"Y",,
"2005-05-01","botafogo",3,"corinthians",1,"Y",,
"2005-05-01","coritiba",2,"santos",3,"Y",,
"2005-05-01","paysandu",1,"fluminense",2,"Y",,
"2005-05-07","goias",0,"figueirense",0,"Y",,
"2005-05-07","parana",2,"juventude",2,"Y",,
"2005-05-07","ponte-preta",2,"paysandu",0,"Y",,
"2005-05-07","santos",2,"atletico-pr",1,"Y",,
"2005-05-08","coritiba",1,"palmeiras",0,"Y",,
"2005-05-08","corinthians",1,"sao-paulo",5,"Y",,
"2005-05-08","internacional",1,"flamengo",0,"Y",,
"2005-05-08","vasco",0,"botafogo",1,"Y",,
"2005-05-08","sao-caetano",2,"fortaleza",1,"Y",,
"2005-05-08","atletico-mg",0,"brasiliense",1,"Y",,
"2005-05-08","fluminense",2,"cruzeiro",1,"Y",,
"2005-05-14","fortaleza",2,"ponte-preta",1,"Y",,
"2005-05-14","figueirense",1,"internacional",2,"Y",,
"2005-05-14","sao-paulo",1,"coritiba",0,"Y",,
"2005-05-14","botafogo",2,"atletico-mg",1,"Y",,
"2005-05-15","paysandu",3,"sao-caetano",2,"Y",,
"2005-05-15","juventude",4,"vasco",1,"Y",,
"2005-05-15","atletico-pr",1,"corinthians",2,"Y",,
"2005-05-15","cruzeiro",3,"goias",1,"Y",,
"2005-05-15","palmeiras",1,"parana",2,"Y",,
"2005-05-15","flamengo",2,"santos",1,"Y",,
"2005-05-15","brasiliense",0,"fluminense",3,"Y",,
"2005-05-21","juventude",2,"paysandu",0,"Y",,
"2005-05-21","parana",1,"ponte-preta",1,"Y",,
"2005-05-21","fortaleza",2,"brasiliense",0,"Y",,
"2005-05-21","goias",4,"botafogo",0,"Y",,
"2005-05-21","fluminense",2,"coritiba",4,"Y",,
"2005-05-22","santos",3,"atletico-mg",0,"Y",,
"2005-05-22","vasco",3,"sao-paulo",1,"Y",,
"2005-05-22","sao-caetano",1,"flamengo",0,"Y",,
"2005-05-22","cruzeiro",2,"palmeiras",0,"Y",,
"2005-05-22","corinthians",2,"figueirense",1,"Y",,
"2005-05-22","atletico-pr",1,"internacional",3,"Y",,
"2005-05-28","paysandu",1,"goias",0,"Y",,
"2005-05-28","figueirense",2,"sao-caetano",0,"Y",,
"2005-05-28","sao-paulo",1,"cruzeiro",1,"Y",,
"2005-05-29","brasiliense",1,"parana",0,"Y",,
"2005-05-29","ponte-preta",4,"vasco",2,"Y",,
"2005-05-29","flamengo",0,"fluminense",0,"Y",,
"2005-05-29","palmeiras",2,"santos",1,"Y",,
"2005-05-29","atletico-mg",0,"corinthians",1,"Y",,
"2005-05-29","coritiba",1,"juventude",2,"Y",,
"2005-05-29","internacional",1,"fortaleza",0,"Y",,
"2005-05-29","botafogo",2,"atletico-pr",0,"Y",,
"2005-06-11","atletico-pr",0,"figueirense",0,"Y",,
"2005-06-11","sao-caetano",2,"brasiliense",0,"Y",,
"2005-06-11","cruzeiro",1,"ponte-preta",2,"Y",,
"2005-06-11","parana",3,"fortaleza",0,"Y",,
"2005-06-11","botafogo",3,"juventude",2,"Y",,
"2005-06-11","goias",2,"palmeiras",1,"Y",,
"2005-06-12","corinthians",4,"flamengo",2,"Y",,
"2005-06-12","internacional",1,"atletico-mg",1,"Y",,
"2005-06-12","santos",1,"fluminense",1,"Y",,
"2005-06-12","paysandu",2,"sao-paulo",2,"Y",,
"2005-06-12","vasco",2,"coritiba",2,"Y",,
"2005-06-18","figueirense",3,"paysandu",3,"Y",,
"2005-06-18","brasiliense",2,"corinthians",4,"Y",,
"2005-06-18","palmeiras",5,"vasco",2,"Y",,
"2005-06-18","ponte-preta",2,"goias",0,"Y",,
"2005-06-18","flamengo",1,"atletico-pr",1,"Y",,
"2005-06-18","atletico-mg",2,"sao-caetano",3,"Y",,
"2005-06-19","sao-paulo",1,"botafogo",0,"Y",,
"2005-06-19","coritiba",2,"parana",1,"Y",,
"2005-06-19","fortaleza",0,"santos",0,"Y",,
"2005-06-19","juventude",0,"cruzeiro",0,"Y",,
"2005-06-19","fluminense",3,"internacional",0,"Y",,
"2005-06-25","juventude",1,"ponte-preta",3,"Y",,
"2005-06-25","parana",1,"atletico-mg",0,"Y",,
"2005-06-25","sao-paulo",1,"internacional",3,"Y",,
"2005-06-25","flamengo",3,"brasiliense",4,"Y",,
"2005-06-26","botafogo",0,"figueirense",1,"Y",,
"2005-06-26","sao-caetano",1,"santos",3,"Y",,
"2005-06-26","goias",2,"coritiba",1,"Y",,
"2005-06-26","corinthians",0,"fluminense",1,"Y",,
"2005-06-26","atletico-pr",0,"fortaleza",0,"Y",,
"2005-06-26","paysandu",2,"palmeiras",1,"Y",,
"2005-06-26","cruzeiro",3,"vasco",3,"Y",,
"2005-07-02","coritiba",3,"paysandu",1,"Y",,
"2005-07-02","fluminense",0,"parana",1,"Y",,
"2005-07-02","vasco",1,"goias",2,"Y",,
"2005-07-02","ponte-preta",1,"sao-paulo",0,"Y",,
"2005-07-03","figueirense",0,"cruzeiro",0,"Y",,
"2005-07-03","atletico-mg",3,"flamengo",1,"Y",,
"2005-07-03","fortaleza",2,"corinthians",1,"Y",,
"2005-07-03","brasiliense",2,"atletico-pr",1,"Y",,
"2005-07-03","santos",0,"juventude",0,"Y",,
"2005-07-03","palmeiras",4,"botafogo",1,"Y",,
"2005-07-03","internacional",2,"sao-caetano",1,"Y",,
"2005-07-09","paysandu",1,"fortaleza",2,"Y",,
"2005-07-09","juventude",2,"brasiliense",1,"Y",,
"2005-07-09","parana",3,"figueirense",0,"Y",,
"2005-07-09","sao-paulo",2,"flamengo",0,"Y",,
"2005-07-09","sao-caetano",2,"ponte-preta",1,"Y",,
"2005-07-10","botafogo",1,"fluminense",2,"Y",,
"2005-07-10","corinthians",3,"palmeiras",1,"Y",,
"2005-07-10","goias",3,"santos",4,"Y",,
"2005-07-10","vasco",2,"internacional",4,"Y",,
"2005-07-10","cruzeiro",2,"atletico-mg",1,"Y",,
"2005-07-10","atletico-pr",1,"coritiba",0,"Y",,
"2005-07-16","ponte-preta",2,"figueirense",1,"Y",,
"2005-07-16","paysandu",1,"cruzeiro",2,"Y",,
"2005-07-16","goias",1,"brasiliense",3,"Y",,
"2005-07-16","parana",2,"corinthians",3,"Y",,
"2005-07-16","fluminense",0,"sao-caetano",1,"Y",,
"2005-07-17","santos",2,"sao-paulo",1,"Y",,
"2005-07-17","atletico-mg",2,"atletico-pr",3,"Y",,
"2005-07-17","coritiba",0,"botafogo",3,"Y",,
"2005-07-17","flamengo",1,"vasco",0,"Y",,
"2005-07-17","internacional",5,"juventude",2,"Y",,
"2005-07-17","palmeiras",1,"fortaleza",2,"Y",,
"2005-07-20","sao-caetano",1,"parana",1,"Y",,
"2005-07-20","botafogo",4,"ponte-preta",2,"Y",,
"2005-07-20","internacional",2,"goias",3,"Y",,
"2005-07-20","atletico-pr",3,"fluminense",2,"Y",,
"2005-07-20","fortaleza",1,"atletico-mg",4,"Y",,
"2005-07-20","santos",2,"vasco",3,"Y",,
"2005-07-20","brasiliense",3,"sao-paulo",3,"Y",,
"2005-07-20","figueirense",1,"palmeiras",4,"Y",,
"2005-07-21","flamengo",3,"juventude",4,"Y",,
"2005-07-21","cruzeiro",2,"coritiba",2,"Y",,
"2005-07-21","corinthians",3,"paysandu",2,"Y",,
"2005-07-23","botafogo",1,"brasiliense",1,"Y",,
"2005-07-23","goias",2,"fortaleza",1,"Y",,
"2005-07-23","parana",2,"atletico-pr",0,"Y",,
"2005-07-23","sao-paulo",0,"sao-caetano",1,"Y",,
"2005-07-24","juventude",1,"figueirense",4,"Y",,
"2005-07-24","coritiba",3,"flamengo",2,"Y",,
"2005-07-24","palmeiras",1,"atletico-mg",0,"Y",,
"2005-07-24","vasco",2,"corinthians",3,"Y",,
"2005-07-24","paysandu",1,"internacional",2,"Y",,
"2005-07-24","cruzeiro",3,"santos",2,"Y",,
"2005-07-24","ponte-preta",2,"fluminense",1,"Y",,
"2005-07-27","fortaleza",2,"juventude",0,"Y",,
"2005-07-27","sao-caetano",0,"botafogo",1,"Y",,
"2005-07-27","fluminense",1,"goias",1,"Y",,
"2005-07-27","corinthians",4,"cruzeiro",3,"Y",,
"2005-07-27","santos",0,"ponte-preta",1,"Y",,
"2005-07-27","atletico-mg",0,"sao-paulo",0,"Y",,
"2005-07-27","atletico-pr",7,"vasco",2,"Y",,
"2005-07-28","internacional",0,"parana",2,"Y",,
"2005-07-28","figueirense",0,"coritiba",0,"Y",,
"2005-07-28","flamengo",0,"palmeiras",0,"Y",,
"2005-07-28","brasiliense",0,"paysandu",0,"Y",,
"2005-07-30","goias",3,"atletico-mg",1,"Y",,
"2005-07-30","cruzeiro",3,"fortaleza",0,"Y",,
"2005-07-30","vasco",3,"sao-caetano",2,"Y",,
"2005-07-31","santos",4,"corinthians",2,"Y",,
"2005-07-31","ponte-preta",1,"internacional",1,"Y",,
"2005-07-31","botafogo",0,"flamengo",2,"Y",,
"2005-07-31","figueirense",1,"fluminense",1,"Y",,
"2005-07-31","coritiba",1,"brasiliense",1,"Y",,
"2005-07-31","juventude",2,"sao-paulo",1,"Y",,
"2005-07-31","palmeiras",1,"atletico-pr",1,"Y",,
"2005-07-31","paysandu",3,"parana",4,"Y",,
"2005-08-03","sao-caetano",1,"juventude",1,"Y",,
"2005-08-03","brasiliense",1,"cruzeiro",2,"Y",,
"2005-08-03","corinthians",3,"coritiba",0,"Y",,
"2005-08-03","atletico-mg",2,"paysandu",2,"Y",,
"2005-08-03","atletico-pr",1,"goias",0,"Y",,
"2005-08-03","flamengo",1,"ponte-preta",0,"Y",,
"2005-08-03","parana",2,"botafogo",0,"Y",,
"2005-08-03","internacional",0,"santos",1,"Y",,
"2005-08-04","sao-paulo",3,"palmeiras",3,"Y",,
"2005-08-04","fortaleza",5,"figueirense",2,"Y",,
"2005-08-04","fluminense",3,"vasco",2,"Y",,
"2005-08-06","atletico-pr",5,"cruzeiro",4,"Y",,
"2005-08-06","botafogo",2,"paysandu",0,"Y",,
"2005-08-06","corinthians",0,"sao-caetano",2,"Y",,
"2005-08-07","parana",1,"santos",1,"Y",,
"2005-08-07","fortaleza",2,"flamengo",1,"Y",,
"2005-08-07","vasco",2,"figueirense",1,"Y",,
"2005-08-07","juventude",1,"palmeiras",2,"Y",,
"2005-08-07","brasiliense",0,"internacional",0,"Y",,
"2005-08-07","ponte-preta",0,"coritiba",3,"Y",,
"2005-08-07","atletico-mg",1,"fluminense",2,"Y",,
"2005-08-07","sao-paulo",0,"goias",1,"Y",,
"2005-08-10","sao-caetano",3,"atletico-pr",2,"Y",,
"2005-08-10","palmeiras",2,"ponte-preta",1,"Y",,
"2005-08-10","coritiba",1,"atletico-mg",0,"Y",,
"2005-08-10","paysandu",0,"vasco",2,"Y",,
"2005-08-10","cruzeiro",4,"botafogo",1,"Y",,
"2005-08-10","figueirense",3,"sao-paulo",1,"Y",,
"2005-08-10","internacional",0,"corinthians",0,"Y",,
"2005-08-11","santos",1,"brasiliense",1,"Y",,
"2005-08-11","flamengo",1,"parana",1,"Y",,
"2005-08-11","goias",1,"juventude",0,"Y",,
"2005-08-11","fluminense",2,"fortaleza",0,"Y",,
"2005-08-13","coritiba",2,"sao-caetano",2,"Y",,
"2005-08-13","palmeiras",3,"internacional",2,"Y",,
"2005-08-13","paysandu",2,"atletico-pr",1,"Y",,
"2005-08-14","vasco",2,"atletico-mg",1,"Y",,
"2005-08-14","ponte-preta",3,"corinthians",5,"Y",,
"2005-08-14","cruzeiro",0,"parana",1,"Y",,
"2005-08-14","goias",2,"flamengo",0,"Y",,
"2005-08-14","figueirense",2,"brasiliense",2,"Y",,
"2005-08-14","juventude",2,"fluminense",0,"Y",,
"2005-08-14","botafogo",3,"santos",3,"Y",,
"2005-08-14","sao-paulo",3,"fortaleza",2,"Y",,
"2005-08-20","atletico-mg",2,"juventude",1,"Y",,
"2005-08-20","sao-caetano",0,"cruzeiro",1,"Y",,
"2005-08-20","atletico-pr",4,"sao-paulo",2,"Y",,
"2005-08-21","brasiliense",4,"ponte-preta",0,"Y",,
"2005-08-21","internacional",3,"coritiba",2,"Y",,
"2005-08-21","corinthians",1,"goias",1,"Y",,
"2005-08-21","fluminense",2,"palmeiras",2,"Y",,
"2005-08-21","parana",0,"vasco",0,"Y",,
"2005-08-21","fortaleza",3,"botafogo",1,"Y",,
"2005-08-21","santos",4,"figueirense",3,"Y",,
"2005-08-21","flamengo",2,"paysandu",1,"Y",,
"2005-08-24","ponte-preta",0,"atletico-pr",2,"Y",,
"2005-08-24","palmeiras",2,"sao-caetano",1,"Y",,
"2005-08-24","vasco",1,"brasiliense",0,"Y",,
"2005-08-24","goias",1,"parana",1,"Y",,
"2005-08-24","cruzeiro",0,"flamengo",0,"Y",,
"2005-08-24","juventude",1,"corinthians",0,"Y",,
"2005-08-24","paysandu",2,"santos",3,"Y",,
"2005-08-24","sao-paulo",1,"fluminense",1,"Y",,
"2005-08-25","botafogo",0,"internacional",1,"Y",,
"2005-08-25","coritiba",2,"fortaleza",0,"Y",,
"2005-08-25","figueirense",0,"atletico-mg",1,"Y",,
"2005-08-27","sao-caetano",0,"goias",1,"Y",,
"2005-08-27","atletico-pr",2,"juventude",2,"Y",,
"2005-08-27","brasiliense",3,"palmeiras",2,"Y",,
"2005-08-28","internacional",4,"cruzeiro",1,"Y",,
"2005-08-28","corinthians",3,"botafogo",3,"Y",,
"2005-08-28","flamengo",2,"figueirense",2,"Y",,
"2005-08-28","atletico-mg",1,"ponte-preta",0,"Y",,
"2005-08-28","parana",0,"sao-paulo",4,"Y",,
"2005-08-28","santos",2,"coritiba",0,"Y",,
"2005-08-28","fortaleza",4,"vasco",2,"Y",,
"2005-08-28","fluminense",5,"paysandu",2,"Y",,
"2005-09-07","figueirense",3,"goias",0,"Y",,
"2005-09-07","fortaleza",5,"sao-caetano",2,"Y",,
"2005-09-07","sao-paulo",3,"corinthians",2,"Y",,
"2005-09-07","brasiliense",1,"atletico-mg",2,"Y",,
"2005-09-07","botafogo",2,"vasco",2,"Y",,
"2005-09-07","juventude",2,"parana",0,"Y",,
"2005-09-07","atletico-pr",3,"santos",3,"Y",,
"2005-09-07","cruzeiro",2,"fluminense",6,"Y",,
"2005-09-07","paysandu",2,"ponte-preta",2,"Y",,
"2005-09-08","palmeiras",1,"coritiba",1,"Y",,
"2005-09-08","flamengo",1,"internacional",1,"Y",,
"2005-09-10","sao-caetano",1,"paysandu",2,"Y",,
"2005-09-10","fluminense",3,"brasiliense",0,"Y",,
"2005-09-10","goias",1,"cruzeiro",0,"Y",,
"2005-09-11","internacional",3,"figueirense",0,"Y",,
"2005-09-11","santos",0,"flamengo",0,"Y",,
"2005-09-11","vasco",5,"juventude",2,"Y",,
"2005-09-11","corinthians",2,"atletico-pr",0,"Y",,
"2005-09-11","parana",1,"palmeiras",3,"Y",,
"2005-09-11","ponte-preta",2,"fortaleza",1,"Y",,
"2005-09-11","coritiba",1,"sao-paulo",4,"Y",,
"2005-09-11","atletico-mg",0,"botafogo",2,"Y",,
"2005-09-17","ponte-preta",1,"parana",0,"Y",,
"2005-09-17","paysandu",3,"juventude",0,"Y",,
"2005-09-17","flamengo",2,"sao-caetano",0,"Y",,
"2005-09-17","palmeiras",2,"cruzeiro",1,"Y",,
"2005-09-18","sao-paulo",4,"vasco",2,"Y",,
"2005-09-18","internacional",3,"atletico-pr",2,"Y",,
"2005-09-18","brasiliense",0,"fortaleza",2,"Y",,
"2005-09-18","botafogo",3,"goias",1,"Y",,
"2005-09-18","figueirense",2,"corinthians",3,"Y",,
"2005-09-18","coritiba",0,"fluminense",0,"Y",,
"2005-09-18","atletico-mg",3,"santos",0,"Y",,
"2005-09-21","sao-caetano",0,"figueirense",1,"Y",,
"2005-09-21","fortaleza",1,"internacional",2,"Y",,
"2005-09-21","parana",4,"brasiliense",1,"Y",,
"2005-09-21","goias",4,"paysandu",1,"Y",,
"2005-09-21","santos",2,"palmeiras",1,"Y",,
"2005-09-21","fluminense",2,"flamengo",2,"Y",,
"2005-09-21","cruzeiro",2,"sao-paulo",3,"Y",,
"2005-09-22","juventude",0,"coritiba",0,"Y",,
"2005-09-22","vasco",0,"ponte-preta",0,"Y",,
"2005-09-22","atletico-pr",2,"botafogo",0,"Y",,
"2005-09-22","corinthians",1,"atletico-mg",1,"Y",,
"2005-09-24","sao-paulo",4,"paysandu",1,"Y",,
"2005-09-24","brasiliense",1,"sao-caetano",1,"Y",,
"2005-09-24","fortaleza",2,"parana",2,"Y",,
"2005-09-25","juventude",0,"botafogo",0,"Y",,
"2005-09-25","figueirense",2,"atletico-pr",0,"Y",,
"2005-09-25","ponte-preta",2,"cruzeiro",3,"Y",,
"2005-09-25","coritiba",2,"vasco",0,"Y",,
"2005-09-25","flamengo",1,"corinthians",3,"Y",,
"2005-09-25","fluminense",4,"santos",3,"Y",,
"2005-09-25","atletico-mg",1,"internacional",1,"Y",,
"2005-09-25","palmeiras",3,"goias",1,"Y",,
"2005-10-01","parana",3,"coritiba",2,"Y",,
"2005-10-01","cruzeiro",2,"juventude",0,"Y",,
"2005-10-01","goias",4,"ponte-preta",1,"Y",,
"2005-10-01","paysandu",3,"figueirense",1,"Y",,
"2005-10-01","santos",0,"fortaleza",0,"Y",,
"2005-10-01","sao-caetano",3,"atletico-mg",1,"Y",,
"2005-10-02","internacional",2,"fluminense",2,"Y",,
"2005-10-02","corinthians",3,"brasiliense",2,"Y",,
"2005-10-02","vasco",0,"palmeiras",0,"Y",,
"2005-10-02","botafogo",1,"sao-paulo",1,"Y",,
"2005-10-02","atletico-pr",2,"flamengo",0,"Y",,
"2005-10-04","santos",2,"sao-caetano",0,"Y",,
"2005-10-04","ponte-preta",3,"juventude",2,"Y",,
"2005-10-04","coritiba",0,"goias",2,"Y",,
"2005-10-04","atletico-mg",0,"parana",1,"Y",,
"2005-10-05","figueirense",1,"botafogo",0,"Y",,
"2005-10-05","palmeiras",5,"paysandu",3,"Y",,
"2005-10-05","vasco",3,"cruzeiro",3,"Y",,
"2005-10-05","fortaleza",1,"atletico-pr",4,"Y",,
"2005-10-05","internacional",3,"sao-paulo",0,"Y",,
"2005-10-05","fluminense",0,"corinthians",2,"Y",,
"2005-10-05","brasiliense",2,"flamengo",3,"Y",,
"2005-10-08","corinthians",3,"fortaleza",0,"Y",,
"2005-10-08","botafogo",1,"palmeiras",2,"Y",,
"2005-10-08","parana",6,"fluminense",1,"Y",,
"2005-10-08","cruzeiro",4,"figueirense",0,"Y",,
"2005-10-08","goias",4,"vasco",3,"Y",,
"2005-10-08","juventude",3,"santos",1,"Y",,
"2005-10-11","flamengo",1,"atletico-mg",2,"Y",,
"2005-10-11","sao-paulo",3,"ponte-preta",2,"Y",,
"2005-10-11","sao-caetano",1,"internacional",1,"Y",,
"2005-10-11","paysandu",2,"coritiba",1,"Y",,
"2005-10-11","atletico-pr",4,"brasiliense",0,"Y",,
"2005-10-12","vasco",3,"figueirense",3,"Y",,
"2005-10-12","cruzeiro",2,"botafogo",2,"Y",,
"2005-10-12","juventude",3,"fluminense",4,"Y",,
"2005-10-13","santos",2,"corinthians",3,"Y",,
"2005-10-15","fortaleza",1,"paysandu",2,"Y",,
"2005-10-15","fluminense",3,"botafogo",2,"Y",,
"2005-10-15","brasiliense",1,"juventude",0,"Y",,
"2005-10-15","internacional",3,"vasco",1,"Y",,
"2005-10-15","palmeiras",1,"corinthians",1,"Y",,
"2005-10-15","atletico-mg",0,"cruzeiro",1,"Y",,
"2005-10-15","flamengo",1,"sao-paulo",6,"Y",,
"2005-10-15","figueirense",2,"parana",0,"Y",,
"2005-10-15","coritiba",1,"atletico-pr",2,"Y",,
"2005-10-15","ponte-preta",1,"sao-caetano",2,"Y",,
"2005-10-15","santos",1,"goias",1,"Y",,
"2005-10-19","vasco",1,"botafogo",0,"Y",,
"2005-10-19","ponte-preta",2,"sao-paulo",0,"Y",,
"2005-10-19","paysandu",4,"cruzeiro",1,"Y",,
"2005-10-19","juventude",2,"figueirense",2,"Y",,
"2005-10-21","brasiliense",1,"goias",2,"Y",,
"2005-10-21","sao-caetano",2,"fluminense",2,"Y",,
"2005-10-22","fortaleza",1,"palmeiras",1,"Y",,
"2005-10-22","vasco",2,"flamengo",1,"Y",,
"2005-10-22","corinthians",1,"parana",0,"Y",,
"2005-10-22","atletico-pr",2,"atletico-mg",0,"Y",,
"2005-10-22","juventude",2,"internacional",1,"Y",,
"2005-10-22","figueirense",4,"ponte-preta",0,"Y",,
"2005-10-22","cruzeiro",4,"paysandu",3,"Y",,
"2005-10-22","botafogo",2,"coritiba",0,"Y",,
"2005-10-22","sao-paulo",1,"santos",2,"Y",,
"2005-10-24","sao-paulo",1,"corinthians",1,"Y",,
"2005-10-24","fluminense",1,"brasiliense",1,"Y",,
"2005-10-25","goias",0,"internacional",1,"Y",,
"2005-10-25","coritiba",0,"cruzeiro",3,"Y",,
"2005-10-26","atletico-mg",2,"fortaleza",3,"Y",,
"2005-10-26","palmeiras",2,"figueirense",2,"Y",,
"2005-10-26","juventude",2,"flamengo",2,"Y",,
"2005-10-26","vasco",1,"santos",3,"Y",,
"2005-10-27","sao-paulo",1,"brasiliense",2,"Y",,
"2005-10-27","ponte-preta",0,"botafogo",1,"Y",,
"2005-10-27","paysandu",0,"corinthians",2,"Y",,
"2005-10-27","fluminense",4,"atletico-pr",1,"Y",,
"2005-10-28","internacional",3,"coritiba",2,"Y",,
"2005-10-28","parana",1,"sao-caetano",3,"Y",,
"2005-10-29","figueirense",4,"juventude",3,"Y",,
"2005-10-29","fortaleza",1,"goias",1,"Y",,
"2005-10-30","santos",1,"cruzeiro",2,"Y",,
"2005-10-30","corinthians",1,"vasco",1,"Y",,
"2005-10-30","atletico-mg",1,"palmeiras",3,"Y",,
"2005-10-30","atletico-pr",2,"parana",1,"Y",,
"2005-10-30","sao-caetano",0,"sao-paulo",1,"Y",,
"2005-10-30","fluminense",4,"ponte-preta",3,"Y",,
"2005-10-30","brasiliense",0,"botafogo",0,"Y",,
"2005-10-31","internacional",1,"paysandu",0,"Y",,
"2005-10-31","flamengo",2,"coritiba",1,"Y",,
"2005-11-02","sao-paulo",2,"atletico-mg",2,"Y",,
"2005-11-02","juventude",2,"fortaleza",0,"Y",,
"2005-11-02","goias",1,"fluminense",2,"Y",,
"2005-11-02","cruzeiro",2,"corinthians",1,"Y",,
"2005-11-02","ponte-preta",2,"santos",1,"Y",,
"2005-11-03","coritiba",4,"figueirense",1,"Y",,
"2005-11-03","vasco",2,"atletico-pr",1,"Y",,
"2005-11-03","parana",3,"internacional",1,"Y",,
"2005-11-03","palmeiras",0,"flamengo",1,"Y",,
"2005-11-03","botafogo",1,"sao-caetano",0,"Y",,
"2005-11-03","paysandu",2,"brasiliense",1,"Y",,
"2005-11-05","sao-paulo",3,"juventude",1,"Y",,
"2005-11-05","fortaleza",3,"cruzeiro",1,"Y",,
"2005-11-06","internacional",2,"ponte-preta",1,"Y",,
"2005-11-06","parana",2,"paysandu",0,"Y",,
"2005-11-06","corinthians",7,"santos",1,"Y",,
"2005-11-06","flamengo",3,"botafogo",1,"Y",,
"2005-11-06","sao-caetano",1,"vasco",2,"Y",,
"2005-11-06","atletico-pr",4,"palmeiras",0,"Y",,
"2005-11-06","fluminense",2,"figueirense",0,"Y",,
"2005-11-06","brasiliense",1,"coritiba",1,"Y",,
"2005-11-06","atletico-mg",1,"goias",2,"Y",,
"2005-11-12","figueirense",1,"fortaleza",0,"Y",,
"2005-11-12","paysandu",0,"atletico-mg",2,"Y",,
"2005-11-12","botafogo",2,"parana",0,"Y",,
"2005-11-12","palmeiras",2,"sao-paulo",1,"Y",,
"2005-11-13","ponte-preta",2,"flamengo",2,"Y",,
"2005-11-13","goias",4,"atletico-pr",2,"Y",,
"2005-11-13","coritiba",0,"corinthians",1,"Y",,
"2005-11-13","cruzeiro",1,"brasiliense",0,"Y",,
"2005-11-13","juventude",3,"sao-caetano",1,"Y",,
"2005-11-13","vasco",2,"fluminense",0,"Y",,
"2005-11-13","santos",0,"internacional",4,"Y",,
"2005-11-16","flamengo",3,"fortaleza",0,"Y",,
"2005-11-16","palmeiras",3,"juventude",2,"Y",,
"2005-11-16","internacional",1,"brasiliense",0,"Y",,
"2005-11-16","goias",3,"sao-paulo",0,"Y",,
"2005-11-16","santos",0,"parana",0,"Y",,
"2005-11-16","figueirense",5,"vasco",1,"Y",,
"2005-11-16","sao-caetano",1,"corinthians",0,"Y",,
"2005-11-17","coritiba",2,"ponte-preta",1,"Y",,
"2005-11-17","paysandu",2,"botafogo",0,"Y",,
"2005-11-17","cruzeiro",1,"atletico-pr",2,"Y",,
"2005-11-17","fluminense",0,"atletico-mg",2,"Y",,
"2005-11-19","juventude",2,"goias",1,"Y",,
"2005-11-19","sao-paulo",4,"figueirense",2,"Y",,
"2005-11-19","brasiliense",1,"santos",0,"Y",,
"2005-11-20","vasco",4,"paysandu",0,"Y",,
"2005-11-20","parana",0,"flamengo",1,"Y",,
"2005-11-20","corinthians",1,"internacional",1,"Y",,
