"dia","time_casa","gols_casa","gols_fora","time_fora","ano","r_timecasa","r_timefora"
"1978-07-19","caxias",1,1,"vasco",1978,,
"1978-07-20","santacruz",5,1,"voltaredonda",1978,,
"1978-07-20","pontepreta",3,0,"operarioms",1978,,
"1978-07-20","dombosco",2,1,"fluminense",1978,,
"1978-07-20","botafogo",0,3,"gremio",1978,,
"1978-07-20","gremiomaringa",1,2,"bahia",1978,,
"1978-07-20","corinthians",2,2,"vitoria",1978,,
"1978-07-20","americano",0,0,"cruzeiro",1978,,
"1978-07-23","goias",2,0,"goytacaz",1978,,
"1978-07-23","londrina",0,1,"guarani",1978,,
"1978-07-23","botafogopb",1,1,"santos",1978,,
"1978-07-23","internacional",2,1,"botafogosp",1978,,
"1978-07-23","portuguesa",2,1,"voltaredonda",1978,,
"1978-07-23","sport",1,0,"fluminense",1978,,
"1978-07-23","operarioms",3,3,"santacruz",1978,,
"1978-07-23","pontepreta",3,0,"dombosco",1978,,
"1978-07-23","americarj",1,1,"coritiba",1978,,
"1978-07-23","botafogo",2,1,"saopaulo",1978,,
"1978-07-23","noroeste",1,0,"flamengo",1978,,
"1978-07-23","gremio",1,1,"palmeiras",1978,,
"1978-07-23","corinthians",1,1,"cruzeiro",1978,,
"1978-07-23","vasco",1,1,"gremiomaringa",1978,,
"1978-07-23","caxias",1,1,"bahia",1978,,
"1978-07-23","americano",1,0,"vitoria",1978,,
"1978-07-26","palmeiras",2,1,"bahia",1978,,
"1978-07-26","internacional",1,0,"santacruz",1978,,
"1978-07-27","sport",0,2,"guarani",1978,,
"1978-07-27","vasco",1,1,"gremio",1978,,
"1978-07-30","bahia",1,1,"palmeiras",1978,,
"1978-07-30","santacruz",1,2,"internacional",1978,,
"1978-07-30","guarani",4,0,"sport",1978,,
"1978-07-30","gremio",1,1,"vasco",1978,,
"1978-08-02","guarani",2,0,"vasco",1978,,
"1978-08-03","palmeiras",2,0,"internacional",1978,,
"1978-08-06","internacional",1,1,"palmeiras",1978,,
"1978-08-06","vasco",1,2,"guarani",1978,,
"1978-08-10","palmeiras",0,1,"guarani",1978,,
"1978-08-13","guarani",1,0,"palmeiras",1978,,
"1979-09-16","riverpi",2,1,"motoclub",1979,,
"1979-09-22","goiania",1,1,"avai",1979,,
"1979-09-22","tunaluso",2,0,"treze",1979,,
"1979-09-22","villanovamg",2,0,"paysandu",1979,,
"1979-09-23","anapolina",2,0,"sergipe",1979,,
"1979-09-23","confianca",2,1,"londrina",1979,,
"1979-09-23","gremiomaringa",2,0,"desportivavale",1979,,
"1979-09-23","caxias",0,1,"caldense",1979,,
"1979-09-23","colatina",0,0,"brasildepelotas",1979,,
"1979-09-23","gama",4,3,"atleticogo",1979,,
"1979-09-23","operariomt",3,0,"brasilia",1979,,
"1979-09-23","itumbiara",3,1,"guara",1979,,
"1979-09-23","maranhao",1,1,"uberlandia",1979,,
"1979-09-23","tiradentespi",1,1,"sampaiocorreia",1979,,
"1979-09-23","piaui",0,0,"motoclub",1979,,
"1979-09-23","gremio",4,1,"coritiba",1979,,
"1979-09-23","atleticopr",0,0,"internacional",1979,,
"1979-09-23","operarioms",4,0,"riobranco",1979,,
"1979-09-23","remo",1,2,"dombosco",1979,,
"1979-09-23","atleticomg",0,0,"goias",1979,,
"1979-09-23","vilanova",0,1,"cruzeiro",1979,,
"1979-09-25","anapolina",2,1,"avai",1979,,
"1979-09-25","joinville",2,1,"juventude",1979,,
"1979-09-25","americamg",2,0,"paysandu",1979,,
"1979-09-25","tunaluso",2,2,"botafogopb",1979,,
"1979-09-25","villanovamg",1,0,"treze",1979,,
"1979-09-25","potiguar",0,0,"csaal",1979,,
"1979-09-25","fortaleza",0,0,"ferroviario",1979,,
"1979-09-25","abc",4,2,"crb",1979,,
"1979-09-26","goiania",1,1,"sergipe",1979,,
"1979-09-26","gremiomaringa",3,2,"caldense",1979,,
"1979-09-26","operariopr",1,1,"brasildepelotas",1979,,
"1979-09-26","saopaulors",1,2,"desportivavale",1979,,
"1979-09-26","atleticogo",4,1,"comercialms",1979,,
"1979-09-26","mixto",3,0,"guara",1979,,
"1979-09-26","piaui",0,0,"uberlandia",1979,,
"1979-09-26","santacruz",1,2,"internacional",1979,,
"1979-09-26","gremio",4,0,"sport",1979,,
"1979-09-26","atleticopr",0,2,"operarioms",1979,,
"1979-09-27","nautico",0,1,"uberaba",1979,,
"1979-09-27","central",1,1,"tiradentespi",1979,,
"1979-09-27","maranhao",3,0,"sampaiocorreia",1979,,
"1979-09-27","dombosco",0,1,"goias",1979,,
"1979-09-28","gremiomaringa",0,0,"caxias",1979,,
"1979-09-29","desportivavale",0,0,"chapecoense",1979,,
"1979-09-30","joinville",3,0,"novohamburgo",1979,,
"1979-09-30","avai",1,1,"londrina",1979,,
"1979-09-30","juventude",2,0,"anapolina",1979,,
"1979-09-30","colorado",1,1,"confianca",1979,,
"1979-09-30","brasildepelotas",0,0,"gremiomaringa",1979,,
"1979-09-30","criciuma",4,0,"operariopr",1979,,
"1979-09-30","colatina",0,1,"saopaulors",1979,,
"1979-09-30","mixto",1,0,"itumbiara",1979,,
"1979-09-30","brasilia",1,0,"guara",1979,,
"1979-09-30","comercialms",0,1,"operariomt",1979,,
"1979-09-30","campinense",2,0,"rionegro",1979,,
"1979-09-30","campogrande",1,0,"americamg",1979,,
"1979-09-30","botafogopb",3,0,"fast",1979,,
"1979-09-30","uberlandia",0,1,"nautico",1979,,
"1979-09-30","riverpi",1,2,"uberaba",1979,,
"1979-09-30","americarn",2,0,"asaarapiraca",1979,,
"1979-09-30","abc",1,0,"fortaleza",1979,,
"1979-09-30","itabaiana",2,0,"crb",1979,,
"1979-09-30","potiguar",1,2,"ferroviario",1979,,
"1979-09-30","santacruz",0,0,"coritiba",1979,,
"1979-09-30","internacional",1,0,"figueirense",1979,,
"1979-09-30","riobranco",0,0,"gremio",1979,,
"1979-09-30","nacional",0,0,"atleticomg",1979,,
"1979-09-30","cruzeiro",1,1,"dombosco",1979,,
"1979-09-30","vilanova",2,1,"remo",1979,,
"1979-10-03","londrina",1,0,"anapolina",1979,,
"1979-10-03","colatina",1,1,"chapecoense",1979,,
"1979-10-03","criciuma",2,0,"caldense",1979,,
"1979-10-03","saopaulors",1,1,"gremiomaringa",1979,,
"1979-10-03","caxias",3,0,"operariopr",1979,,
"1979-10-03","gama",1,0,"itabuna",1979,,
"1979-10-03","brasilia",2,2,"comercialms",1979,,
"1979-10-03","atleticogo",2,2,"operariomt",1979,,
"1979-10-03","fluminenseba",1,1,"guara",1979,,
"1979-10-03","americamg",3,2,"rionegro",1979,,
"1979-10-03","campogrande",2,1,"paysandu",1979,,
"1979-10-03","motoclub",1,0,"tiradentespi",1979,,
"1979-10-03","asaarapiraca",1,1,"crb",1979,,
"1979-10-03","itabaiana",3,1,"fortaleza",1979,,
"1979-10-03","potiguar",1,1,"abc",1979,,
"1979-10-03","americarn",2,1,"csaal",1979,,
"1979-10-03","riobranco",1,1,"atleticopr",1979,,
"1979-10-03","sport",2,2,"figueirense",1979,,
"1979-10-03","operarioms",0,3,"gremio",1979,,
"1979-10-03","bahia",2,1,"dombosco",1979,,
"1979-10-03","ceara",4,1,"remo",1979,,
"1979-10-03","nacional",0,0,"vitoria",1979,,
"1979-10-04","colorado",1,0,"joinville",1979,,
"1979-10-04","fast",0,1,"villanovamg",1979,,
"1979-10-04","sampaiocorreia",4,2,"piaui",1979,,
"1979-10-04","uberaba",2,1,"central",1979,,
"1979-10-04","atleticomg",0,0,"vilanova",1979,,
"1979-10-04","goias",3,1,"cruzeiro",1979,,
"1979-10-06","sergipe",0,0,"novohamburgo",1979,,
"1979-10-06","confianca",0,1,"goiania",1979,,
"1979-10-06","guara",0,3,"atleticogo",1979,,
"1979-10-06","comercialms",2,0,"fluminenseba",1979,,
"1979-10-06","botafogopb",0,1,"treze",1979,,
"1979-10-06","campogrande",3,0,"tunaluso",1979,,
"1979-10-06","rionegro",0,1,"villanovamg",1979,,
"1979-10-06","campinense",3,0,"fast",1979,,
"1979-10-06","maranhao",3,0,"motoclub",1979,,
"1979-10-06","uberaba",3,1,"uberlandia",1979,,
"1979-10-06","nautico",1,1,"central",1979,,
"1979-10-06","sampaiocorreia",0,0,"riverpi",1979,,
"1979-10-06","tiradentespi",2,2,"piaui",1979,,
"1979-10-06","fortaleza",0,1,"potiguar",1979,,
"1979-10-06","csaal",2,1,"asaarapiraca",1979,,
"1979-10-06","abc",1,0,"americarn",1979,,
"1979-10-06","ferroviario",1,1,"itabaiana",1979,,
"1979-10-06","crb",1,0,"leonico",1979,,
"1979-10-06","americarj",3,0,"operarioms",1979,,
"1979-10-06","riobranco",2,0,"sport",1979,,
"1979-10-06","coritiba",1,1,"atleticopr",1979,,
"1979-10-06","internacional",1,0,"gremio",1979,,
"1979-10-06","vilanova",2,1,"goias",1979,,
"1979-10-06","cruzeiro",1,1,"atleticomg",1979,,
"1979-10-06","remo",3,0,"nacional",1979,,
"1979-10-06","bahia",1,2,"vitoria",1979,,
"1979-10-06","dombosco",2,5,"ceara",1979,,
"1979-10-07","juventude",0,0,"colorado",1979,,
"1979-10-07","joinville",0,0,"londrina",1979,,
"1979-10-07","desportivavale",2,0,"operariopr",1979,,
"1979-10-07","criciuma",0,0,"caxias",1979,,
"1979-10-07","caldense",1,0,"saopaulors",1979,,
"1979-10-07","itumbiara",1,0,"gama",1979,,
"1979-10-07","itabuna",0,1,"mixto",1979,,
"1979-10-10","londrina",1,0,"novohamburgo",1979,,
"1979-10-10","anapolina",1,0,"joinville",1979,,
"1979-10-10","chapecoense",1,2,"saopaulors",1979,,
"1979-10-10","caxias",0,0,"brasildepelotas",1979,,
"1979-10-10","gremiomaringa",2,0,"colatina",1979,,
"1979-10-10","operariomt",1,0,"fluminenseba",1979,,
"1979-10-10","fast",1,3,"americamg",1979,,
"1979-10-10","botafogopb",2,0,"campinense",1979,,
"1979-10-10","central",1,0,"riverpi",1979,,
"1979-10-10","nautico",2,0,"sampaiocorreia",1979,,
"1979-10-10","csaal",2,1,"leonico",1979,,
"1979-10-10","sport",0,3,"internacional",1979,,
"1979-10-10","americarj",3,1,"riobranco",1979,,
"1979-10-10","ceara",3,1,"bahia",1979,,
"1979-10-10","vitoria",0,0,"vilanova",1979,,
"1979-10-10","cruzeiro",3,0,"remo",1979,,
"1979-10-11","goiania",2,1,"juventude",1979,,
"1979-10-11","avai",0,1,"colorado",1979,,
"1979-10-11","gama",2,1,"mixto",1979,,
"1979-10-11","itumbiara",1,1,"itabuna",1979,,
"1979-10-11","uberlandia",2,0,"motoclub",1979,,
"1979-10-11","goias",2,0,"nacional",1979,,
"1979-10-13","tunaluso",0,1,"paysandu",1979,,
"1979-10-13","rionegro",0,0,"campogrande",1979,,
"1979-10-13","campinense",1,0,"treze",1979,,
"1979-10-13","atleticopr",0,1,"santacruz",1979,,
"1979-10-13","coritiba",0,3,"internacional",1979,,
"1979-10-14","novohamburgo",1,0,"anapolina",1979,,
"1979-10-14","juventude",2,1,"confianca",1979,,
"1979-10-14","londrina",2,2,"sergipe",1979,,
"1979-10-14","caldense",2,0,"chapecoense",1979,,
"1979-10-14","operariopr",1,0,"colatina",1979,,
"1979-10-14","brasildepelotas",3,0,"criciuma",1979,,
"1979-10-14","gama",2,0,"guara",1979,,
"1979-10-14","fluminenseba",1,0,"atleticogo",1979,,
"1979-10-14","itabuna",1,1,"comercialms",1979,,
"1979-10-14","operariomt",3,4,"mixto",1979,,
"1979-10-14","itumbiara",2,1,"brasilia",1979,,
"1979-10-14","uberaba",3,0,"piaui",1979,,
"1979-10-14","tiradentespi",0,1,"nautico",1979,,
"1979-10-14","uberlandia",2,1,"riverpi",1979,,
"1979-10-14","central",2,2,"maranhao",1979,,
"1979-10-14","potiguar",1,0,"americarn",1979,,
"1979-10-14","abc",1,1,"itabaiana",1979,,
"1979-10-14","fortaleza",3,1,"leonico",1979,,
"1979-10-14","asaarapiraca",0,2,"ferroviario",1979,,
"1979-10-14","crb",0,1,"csaal",1979,,
"1979-10-14","gremio",1,3,"americarj",1979,,
"1979-10-14","figueirense",0,0,"operarioms",1979,,
"1979-10-14","nacional",1,0,"bahia",1979,,
"1979-10-14","vilanova",1,1,"dombosco",1979,,
"1979-10-14","vitoria",2,4,"cruzeiro",1979,,
"1979-10-14","atleticomg",3,1,"ceara",1979,,
"1979-10-17","novohamburgo",0,0,"colorado",1979,,
"1979-10-17","avai",1,1,"confianca",1979,,
"1979-10-17","joinville",0,0,"goiania",1979,,
"1979-10-17","juventude",2,0,"sergipe",1979,,
"1979-10-17","colatina",0,1,"caxias",1979,,
"1979-10-17","desportivavale",1,0,"criciuma",1979,,
"1979-10-17","chapecoense",2,3,"gremiomaringa",1979,,
"1979-10-17","brasildepelotas",2,0,"caldense",1979,,
"1979-10-17","itabuna",1,0,"atleticogo",1979,,
"1979-10-17","operariomt",0,0,"gama",1979,,
"1979-10-17","fast",3,2,"tunaluso",1979,,
"1979-10-17","paysandu",4,2,"botafogopb",1979,,
"1979-10-17","campogrande",1,0,"campinense",1979,,
"1979-10-17","villanovamg",0,0,"americamg",1979,,
"1979-10-17","treze",3,1,"rionegro",1979,,
"1979-10-17","central",2,0,"sampaiocorreia",1979,,
"1979-10-17","nautico",2,2,"piaui",1979,,
"1979-10-17","motoclub",2,0,"uberaba",1979,,
"1979-10-17","crb",1,0,"americarn",1979,,
"1979-10-17","asaarapiraca",2,0,"fortaleza",1979,,
"1979-10-17","itabaiana",0,0,"potiguar",1979,,
"1979-10-17","leonico",1,0,"abc",1979,,
"1979-10-17","americarj",1,0,"figueirense",1979,,
"1979-10-17","operarioms",2,0,"coritiba",1979,,
"1979-10-17","gremio",1,0,"santacruz",1979,,
"1979-10-17","bahia",1,0,"goias",1979,,
"1979-10-17","ceara",2,4,"vilanova",1979,,
"1979-10-18","fluminenseba",1,0,"itumbiara",1979,,
"1979-10-18","comercialms",2,0,"mixto",1979,,
"1979-10-18","ferroviario",1,1,"csaal",1979,,
"1979-10-18","sport",2,2,"atleticopr",1979,,
"1979-10-18","remo",2,2,"atleticomg",1979,,
"1979-10-18","cruzeiro",4,1,"nacional",1979,,
"1979-10-20","novohamburgo",1,0,"goiania",1979,,
"1979-10-20","juventude",2,2,"avai",1979,,
"1979-10-20","rionegro",1,4,"tunaluso",1979,,
"1979-10-20","americamg",3,0,"botafogopb",1979,,
"1979-10-20","tiradentespi",3,1,"riverpi",1979,,
"1979-10-20","americarn",0,1,"itabaiana",1979,,
"1979-10-20","coritiba",1,1,"riobranco",1979,,
"1979-10-20","ceara",0,2,"goias",1979,,
"1979-10-20","dombosco",2,1,"nacional",1979,,
"1979-10-21","confianca",0,2,"sergipe",1979,,
"1979-10-21","colorado",1,2,"londrina",1979,,
"1979-10-21","saopaulors",2,1,"caxias",1979,,
"1979-10-21","operariopr",1,0,"chapecoense",1979,,
"1979-10-21","brasildepelotas",1,1,"desportivavale",1979,,
"1979-10-21","criciuma",0,1,"colatina",1979,,
"1979-10-21","operariomt",1,4,"itabuna",1979,,
"1979-10-21","comercialms",3,1,"gama",1979,,
"1979-10-21","brasilia",2,1,"mixto",1979,,
"1979-10-21","atleticogo",3,2,"itumbiara",1979,,
"1979-10-21","treze",2,0,"campogrande",1979,,
"1979-10-21","fast",1,1,"paysandu",1979,,
"1979-10-21","villanovamg",0,0,"campinense",1979,,
"1979-10-21","uberaba",0,1,"maranhao",1979,,
"1979-10-21","piaui",0,2,"central",1979,,
"1979-10-21","potiguar",0,2,"leonico",1979,,
"1979-10-21","abc",1,2,"asaarapiraca",1979,,
"1979-10-21","csaal",3,0,"fortaleza",1979,,
"1979-10-21","ferroviario",0,0,"crb",1979,,
"1979-10-21","santacruz",0,1,"sport",1979,,
"1979-10-21","figueirense",2,1,"gremio",1979,,
"1979-10-21","internacional",1,1,"americarj",1979,,
"1979-10-21","bahia",0,1,"atleticomg",1979,,
"1979-10-21","remo",1,1,"vitoria",1979,,
"1979-10-24","colorado",3,2,"anapolina",1979,,
"1979-10-24","avai",0,2,"sergipe",1979,,
"1979-10-24","confianca",1,0,"novohamburgo",1979,,
"1979-10-24","desportivavale",2,0,"caldense",1979,,
"1979-10-24","criciuma",2,1,"saopaulors",1979,,
"1979-10-24","caxias",5,1,"chapecoense",1979,,
"1979-10-24","operariopr",0,2,"gremiomaringa",1979,,
"1979-10-24","rionegro",1,3,"fast",1979,,
"1979-10-24","tunaluso",0,1,"villanovamg",1979,,
"1979-10-24","botafogopb",2,0,"campogrande",1979,,
"1979-10-24","motoclub",2,1,"central",1979,,
"1979-10-24","nautico",2,3,"maranhao",1979,,
"1979-10-24","leonico",4,0,"americarn",1979,,
"1979-10-24","asaarapiraca",1,0,"itabaiana",1979,,
"1979-10-24","operarioms",1,0,"sport",1979,,
"1979-10-24","vitoria",4,1,"ceara",1979,,
"1979-10-24","cruzeiro",5,0,"bahia",1979,,
"1979-10-25","mixto",1,1,"fluminenseba",1979,,
"1979-10-25","atleticogo",2,1,"brasilia",1979,,
"1979-10-25","itabuna",0,0,"guara",1979,,
"1979-10-25","itumbiara",1,0,"operariomt",1979,,
"1979-10-25","paysandu",2,2,"treze",1979,,
"1979-10-25","campinense",0,1,"americamg",1979,,
"1979-10-25","uberlandia",4,0,"tiradentespi",1979,,
"1979-10-25","atleticopr",1,0,"gremio",1979,,
"1979-10-25","riobranco",1,1,"figueirense",1979,,
"1979-10-25","santacruz",1,0,"americarj",1979,,
"1979-10-27","tunaluso",2,1,"americamg",1979,,
"1979-10-27","maranhao",1,0,"riverpi",1979,,
"1979-10-27","itabaiana",2,1,"csaal",1979,,
"1979-10-27","nacional",1,1,"ceara",1979,,
"1979-10-28","novohamburgo",1,1,"juventude",1979,,
"1979-10-28","joinville",3,2,"avai",1979,,
"1979-10-28","anapolina",2,1,"goiania",1979,,
"1979-10-28","sergipe",1,1,"colorado",1979,,
"1979-10-28","colatina",0,0,"desportivavale",1979,,
"1979-10-28","chapecoense",0,1,"criciuma",1979,,
"1979-10-28","saopaulors",1,1,"brasildepelotas",1979,,
"1979-10-28","caldense",1,0,"operariopr",1979,,
"1979-10-28","itabuna",1,0,"fluminenseba",1979,,
"1979-10-28","brasilia",1,4,"gama",1979,,
"1979-10-28","rionegro",0,1,"botafogopb",1979,,
"1979-10-28","treze",6,1,"fast",1979,,
"1979-10-28","uberaba",2,0,"tiradentespi",1979,,
"1979-10-28","sampaiocorreia",1,0,"motoclub",1979,,
"1979-10-28","central",2,0,"uberlandia",1979,,
"1979-10-28","asaarapiraca",2,1,"leonico",1979,,
"1979-10-28","crb",3,0,"potiguar",1979,,
"1979-10-28","ferroviario",0,3,"abc",1979,,
"1979-10-28","sport",0,2,"americarj",1979,,
"1979-10-28","coritiba",1,0,"figueirense",1979,,
"1979-10-28","internacional",5,1,"riobranco",1979,,
"1979-10-28","operarioms",0,5,"santacruz",1979,,
"1979-10-28","vilanova",0,0,"bahia",1979,,
"1979-10-28","atleticomg",1,1,"vitoria",1979,,
"1979-10-31","fluminenseba",1,0,"brasilia",1979,,
"1979-10-31","villanovamg",1,2,"campogrande",1979,,
"1979-10-31","riverpi",3,1,"nautico",1979,,
"1979-10-31","maranhao",1,1,"piaui",1979,,
"1979-10-31","fortaleza",3,1,"americarn",1979,,
"1979-10-31","americarj",1,3,"atleticopr",1979,,
"1979-10-31","figueirense",1,1,"santacruz",1979,,
"1979-10-31","coritiba",2,0,"sport",1979,,
"1979-10-31","internacional",2,2,"operarioms",1979,,
"1979-10-31","vitoria",0,2,"dombosco",1979,,
"1979-10-31","remo",1,0,"goias",1979,,
"1979-11-01","confianca",1,3,"joinville",1979,,
"1979-11-01","goiania",0,1,"londrina",1979,,
"1979-11-01","paysandu",0,1,"campinense",1979,,
"1979-11-01","uberlandia",4,1,"sampaiocorreia",1979,,
"1979-11-01","leonico",1,0,"ferroviario",1979,,
"1979-11-03","mixto",2,0,"atleticogo",1979,,
"1979-11-03","brasilia",3,2,"itabuna",1979,,
"1979-11-03","campinense",1,0,"tunaluso",1979,,
"1979-11-03","nautico",1,0,"motoclub",1979,,
"1979-11-03","tiradentespi",0,3,"maranhao",1979,,
"1979-11-03","fortaleza",0,0,"crb",1979,,
"1979-11-03","americarj",3,0,"coritiba",1979,,
"1979-11-04","novohamburgo",1,1,"avai",1979,,
"1979-11-04","anapolina",4,0,"confianca",1979,,
"1979-11-04","colorado",2,0,"goiania",1979,,
"1979-11-04","londrina",1,1,"juventude",1979,,
"1979-11-04","sergipe",2,1,"joinville",1979,,
"1979-11-04","caldense",3,0,"colatina",1979,,
"1979-11-04","desportivavale",2,1,"caxias",1979,,
"1979-11-04","gremiomaringa",2,0,"criciuma",1979,,
"1979-11-04","chapecoense",1,1,"brasildepelotas",1979,,
"1979-11-04","saopaulors",1,0,"operariopr",1979,,
"1979-11-04","comercialms",3,1,"itumbiara",1979,,
"1979-11-04","fluminenseba",0,0,"gama",1979,,
"1979-11-04","guara",0,1,"operariomt",1979,,
"1979-11-04","botafogopb",4,2,"villanovamg",1979,,
"1979-11-04","americamg",2,1,"treze",1979,,
"1979-11-04","campogrande",0,0,"fast",1979,,
"1979-11-04","paysandu",1,2,"rionegro",1979,,
"1979-11-04","sampaiocorreia",0,2,"uberaba",1979,,
"1979-11-04","riverpi",1,1,"piaui",1979,,
"1979-11-04","potiguar",1,2,"asaarapiraca",1979,,
"1979-11-04","ferroviario",0,0,"americarn",1979,,
"1979-11-04","csaal",3,1,"abc",1979,,
"1979-11-04","leonico",1,0,"itabaiana",1979,,
"1979-11-04","santacruz",3,3,"riobranco",1979,,
"1979-11-04","figueirense",1,0,"atleticopr",1979,,
"1979-11-04","ceara",1,1,"cruzeiro",1979,,
"1979-11-04","nacional",2,4,"vilanova",1979,,
"1979-11-04","bahia",1,0,"remo",1979,,
"1979-11-04","goias",1,0,"vitoria",1979,,
"1979-11-04","dombosco",1,1,"atleticomg",1979,,
"1979-11-07","brasildepelotas",0,1,"coritiba",1979,,
"1979-11-07","colorado",2,1,"americarj",1979,,
"1979-11-07","botafogo",6,1,"saobento",1979,,
"1979-11-07","saopaulors",1,1,"caldense",1979,,
"1979-11-07","internacional",1,0,"goytacaz",1979,,
"1979-11-07","santacruz",2,0,"gama",1979,,
"1979-11-07","ceara",2,1,"central",1979,,
"1979-11-07","cruzeiro",4,0,"dombosco",1979,,
"1979-11-07","comercialsp",1,0,"uberaba",1979,,
"1979-11-07","csaal",1,0,"villanovamg",1979,,
"1979-11-08","mixto",0,1,"francana",1979,,
"1979-11-08","campinense",1,1,"atleticomg",1979,,
"1979-11-08","operarioms",2,0,"comercialms",1979,,
"1979-11-08","gremiomaringa",1,0,"joinville",1979,,
"1979-11-08","atleticopr",3,1,"anapolina",1979,,
"1979-11-08","desportivavale",2,2,"interdelimeira",1979,,
"1979-11-08","flamengo",3,0,"xvdepiracicaba",1979,,
"1979-11-08","gremio",1,0,"nautico",1979,,
"1979-11-08","bahia",0,1,"londrina",1979,,
"1979-11-08","goias",4,0,"asaarapiraca",1979,,
"1979-11-08","americamg",1,0,"botafogopb",1979,,
"1979-11-08","vasco",5,1,"operariomt",1979,,
"1979-11-08","vilanova",2,0,"vitoria",1979,,
"1979-11-08","campogrande",1,1,"fluminense",1979,,
"1979-11-08","maranhao",1,0,"xvdejau",1979,,
"1979-11-08","leonico",2,2,"americano",1979,,
"1979-11-10","goytacaz",2,0,"caldense",1979,,
"1979-11-10","vasco",3,0,"ceara",1979,,
"1979-11-10","dombosco",2,1,"leonico",1979,,
"1979-11-10","villanovamg",0,1,"comercialsp",1979,,
"1979-11-11","atleticomg",2,1,"colorado",1979,,
"1979-11-11","francana",2,1,"brasildepelotas",1979,,
"1979-11-11","figueirense",0,0,"gremiomaringa",1979,,
"1979-11-11","comercialms",1,1,"botafogo",1979,,
"1979-11-11","joinville",3,2,"abc",1979,,
"1979-11-11","saobento",2,2,"operarioms",1979,,
"1979-11-11","desportivavale",2,1,"anapolina",1979,,
"1979-11-11","interdelimeira",0,0,"atleticopr",1979,,
"1979-11-11","internacional",3,1,"saopaulors",1979,,
"1979-11-11","flamengo",2,0,"nautico",1979,,
"1979-11-11","gama",0,2,"londrina",1979,,
"1979-11-11","xvdepiracicaba",3,0,"gremio",1979,,
"1979-11-11","santacruz",1,0,"bahia",1979,,
"1979-11-11","goias",3,1,"botafogopb",1979,,
"1979-11-11","operariomt",2,1,"central",1979,,
"1979-11-11","asaarapiraca",2,2,"americamg",1979,,
"1979-11-11","itabaiana",1,1,"vilanova",1979,,
"1979-11-11","campogrande",5,0,"maranhao",1979,,
"1979-11-11","vitoria",3,0,"uberlandia",1979,,
"1979-11-11","xvdejau",2,2,"fluminense",1979,,
"1979-11-11","uberaba",1,0,"csaal",1979,,
"1979-11-11","americano",2,5,"cruzeiro",1979,,
"1979-11-12","coritiba",5,0,"mixto",1979,,
"1979-11-12","americarj",0,1,"campinense",1979,,
"1979-11-14","atleticopr",1,0,"saopaulors",1979,,
"1979-11-14","americamg",1,1,"ceara",1979,,
"1979-11-15","mixto",0,2,"atleticomg",1979,,
"1979-11-15","colorado",1,1,"brasildepelotas",1979,,
"1979-11-15","americarj",4,1,"francana",1979,,
"1979-11-15","gremiomaringa",1,4,"operarioms",1979,,
"1979-11-15","abc",1,2,"comercialms",1979,,
"1979-11-15","joinville",2,1,"saobento",1979,,
"1979-11-15","botafogo",0,0,"figueirense",1979,,
"1979-11-15","goytacaz",0,1,"desportivavale",1979,,
"1979-11-15","caldense",1,1,"internacional",1979,,
"1979-11-15","anapolina",0,2,"interdelimeira",1979,,
"1979-11-15","gama",1,2,"flamengo",1979,,
"1979-11-15","londrina",6,2,"santacruz",1979,,
"1979-11-15","gremio",2,0,"bahia",1979,,
"1979-11-15","nautico",2,1,"xvdepiracicaba",1979,,
"1979-11-15","central",0,1,"vasco",1979,,
"1979-11-15","botafogopb",3,1,"asaarapiraca",1979,,
"1979-11-15","operariomt",1,1,"goias",1979,,
"1979-11-15","vilanova",2,2,"fluminense",1979,,
"1979-11-15","uberlandia",2,1,"campogrande",1979,,
"1979-11-15","vitoria",3,1,"xvdejau",1979,,
"1979-11-15","maranhao",1,0,"itabaiana",1979,,
"1979-11-15","csaal",0,0,"americano",1979,,
"1979-11-15","cruzeiro",2,1,"comercialsp",1979,,
"1979-11-15","leonico",1,1,"uberaba",1979,,
"1979-11-15","dombosco",0,1,"villanovamg",1979,,
"1979-11-17","mixto",0,0,"campinense",1979,,
"1979-11-17","atleticomg",1,0,"coritiba",1979,,
"1979-11-17","vilanova",0,0,"xvdejau",1979,,
"1979-11-17","fluminense",2,1,"vitoria",1979,,
"1979-11-18","colorado",2,1,"francana",1979,,
"1979-11-18","brasildepelotas",1,1,"americarj",1979,,
"1979-11-18","gremiomaringa",2,3,"saobento",1979,,
"1979-11-18","figueirense",2,0,"comercialms",1979,,
"1979-11-18","operarioms",4,1,"joinville",1979,,
"1979-11-18","botafogo",1,0,"abc",1979,,
"1979-11-18","desportivavale",1,0,"atleticopr",1979,,
"1979-11-18","interdelimeira",1,1,"caldense",1979,,
"1979-11-18","saopaulors",1,0,"goytacaz",1979,,
"1979-11-18","internacional",0,0,"anapolina",1979,,
"1979-11-18","xvdepiracicaba",2,1,"londrina",1979,,
"1979-11-18","bahia",2,1,"gama",1979,,
"1979-11-18","santacruz",2,0,"nautico",1979,,
"1979-11-18","flamengo",2,0,"gremio",1979,,
"1979-11-18","goias",2,0,"americamg",1979,,
"1979-11-18","asaarapiraca",2,1,"central",1979,,
"1979-11-18","ceara",0,0,"operariomt",1979,,
"1979-11-18","vasco",4,0,"botafogopb",1979,,
"1979-11-18","itabaiana",1,2,"campogrande",1979,,
"1979-11-18","maranhao",0,1,"uberlandia",1979,,
