"dia","time_casa","gols_casa","time_fora","gols_fora","ponto","Date","winner","loser","draw","ano","rodada"
"2003-03-29","guarani",4,"vasco",2,1,"2003-03-29","guarani","vasco",FALSE,2003,1
"2003-03-29","atletico-pr",2,"gremio",0,1,"2003-03-29","atletico-pr","gremio",FALSE,2003,1
"2003-03-30","flamengo",1,"coritiba",1,0.5,"2003-03-30","flamengo","coritiba",TRUE,2003,1
"2003-03-30","cruzeiro",2,"sao-caetano",2,0.5,"2003-03-30","cruzeiro","sao-caetano",TRUE,2003,1
"2003-03-30","juventude",2,"sao-paulo",2,0.5,"2003-03-30","juventude","sao-paulo",TRUE,2003,1
"2003-03-30","vitoria",1,"figueirense",1,0.5,"2003-03-30","vitoria","figueirense",TRUE,2003,1
"2003-03-30","internacional",1,"ponte-preta",1,0.5,"2003-03-30","internacional","ponte-preta",TRUE,2003,1
"2003-03-30","goias",2,"paysandu",2,0.5,"2003-03-30","goias","paysandu",TRUE,2003,1
"2003-03-30","fortaleza",0,"bahia",0,0.5,"2003-03-30","fortaleza","bahia",TRUE,2003,1
"2003-03-30","criciuma",2,"fluminense",0,1,"2003-03-30","criciuma","fluminense",FALSE,2003,1
"2003-03-30","santos",2,"parana",2,0.5,"2003-03-30","santos","parana",TRUE,2003,1
"2003-03-30","corinthians",0,"atletico-mg",3,0,"2003-03-30","atletico-mg","corinthians",FALSE,2003,1
"2003-04-05","atletico-mg",0,"santos",0,0.5,"2003-04-05","atletico-mg","santos",TRUE,2003,2
"2003-04-05","coritiba",0,"internacional",1,0,"2003-04-05","internacional","coritiba",FALSE,2003,2
"2003-04-05","fluminense",1,"fortaleza",1,0.5,"2003-04-05","fluminense","fortaleza",TRUE,2003,2
"2003-04-05","gremio",3,"guarani",1,1,"2003-04-05","gremio","guarani",FALSE,2003,2
"2003-04-06","bahia",1,"flamengo",2,0,"2003-04-06","flamengo","bahia",FALSE,2003,2
"2003-04-06","parana",3,"atletico-pr",0,1,"2003-04-06","parana","atletico-pr",FALSE,2003,2
"2003-04-06","paysandu",1,"vitoria",2,0,"2003-04-06","vitoria","paysandu",FALSE,2003,2
"2003-04-06","ponte-preta",1,"juventude",0,1,"2003-04-06","ponte-preta","juventude",FALSE,2003,2
"2003-04-06","sao-caetano",3,"criciuma",2,1,"2003-04-06","sao-caetano","criciuma",FALSE,2003,2
"2003-04-06","figueirense",3,"corinthians",3,0.5,"2003-04-06","figueirense","corinthians",TRUE,2003,2
"2003-04-06","vasco",6,"goias",4,1,"2003-04-06","vasco","goias",FALSE,2003,2
"2003-04-06","sao-paulo",2,"cruzeiro",4,0,"2003-04-06","cruzeiro","sao-paulo",FALSE,2003,2
"2003-04-09","paysandu",2,"santos",1,1,"2003-04-09","paysandu","santos",FALSE,2003,2
"2003-04-12","internacional",2,"bahia",0,1,"2003-04-12","internacional","bahia",FALSE,2003,3
"2003-04-12","atletico-pr",1,"atletico-mg",2,0,"2003-04-12","atletico-mg","atletico-pr",FALSE,2003,3
"2003-04-12","santos",2,"figueirense",0,1,"2003-04-12","santos","figueirense",FALSE,2003,3
"2003-04-12","corinthians",6,"paysandu",1,1,"2003-04-12","corinthians","paysandu",FALSE,2003,3
"2003-04-13","goias",1,"gremio",1,0.5,"2003-04-13","goias","gremio",TRUE,2003,3
"2003-04-13","criciuma",1,"sao-paulo",1,0.5,"2003-04-13","criciuma","sao-paulo",TRUE,2003,3
"2003-04-13","fortaleza",1,"sao-caetano",1,0.5,"2003-04-13","fortaleza","sao-caetano",TRUE,2003,3
"2003-04-13","juventude",2,"coritiba",1,1,"2003-04-13","juventude","coritiba",FALSE,2003,3
"2003-04-13","guarani",2,"parana",0,1,"2003-04-13","guarani","parana",FALSE,2003,3
"2003-04-13","vitoria",2,"vasco",1,1,"2003-04-13","vitoria","vasco",FALSE,2003,3
"2003-04-13","cruzeiro",3,"ponte-preta",0,1,"2003-04-13","cruzeiro","ponte-preta",FALSE,2003,3
"2003-04-13","flamengo",4,"fluminense",1,1,"2003-04-13","flamengo","fluminense",FALSE,2003,3
"2003-04-16","ponte-preta",1,"criciuma",1,0.5,"2003-04-16","ponte-preta","criciuma",TRUE,2003,3
"2003-04-16","bahia",3,"juventude",1,1,"2003-04-16","bahia","juventude",FALSE,2003,4
"2003-04-16","gremio",2,"vitoria",1,1,"2003-04-16","gremio","vitoria",FALSE,2003,4
"2003-04-16","atletico-mg",3,"guarani",2,1,"2003-04-16","atletico-mg","guarani",FALSE,2003,4
"2003-04-16","figueirense",1,"atletico-pr",1,0.5,"2003-04-16","figueirense","atletico-pr",TRUE,2003,4
"2003-04-16","vasco",2,"corinthians",2,0.5,"2003-04-16","vasco","corinthians",TRUE,2003,4
"2003-04-16","coritiba",3,"cruzeiro",4,0,"2003-04-16","cruzeiro","coritiba",FALSE,2003,4
"2003-04-16","sao-caetano",1,"flamengo",1,0.5,"2003-04-16","sao-caetano","flamengo",TRUE,2003,4
"2003-04-17","parana",3,"goias",1,1,"2003-04-17","parana","goias",FALSE,2003,4
"2003-04-17","fluminense",3,"internacional",1,1,"2003-04-17","fluminense","internacional",FALSE,2003,4
"2003-04-17","sao-paulo",3,"fortaleza",1,1,"2003-04-17","sao-paulo","fortaleza",FALSE,2003,4
"2003-04-19","sao-caetano",1,"gremio",1,0.5,"2003-04-19","sao-caetano","gremio",TRUE,2003,4
"2003-04-19","bahia",2,"atletico-mg",4,0,"2003-04-19","atletico-mg","bahia",FALSE,2003,4
"2003-04-19","flamengo",0,"santos",2,0,"2003-04-19","santos","flamengo",FALSE,2003,4
"2003-04-20","internacional",2,"corinthians",1,1,"2003-04-20","internacional","corinthians",FALSE,2003,5
"2003-04-20","sao-paulo",3,"vasco",1,1,"2003-04-20","sao-paulo","vasco",FALSE,2003,5
"2003-04-20","criciuma",1,"guarani",0,1,"2003-04-20","criciuma","guarani",FALSE,2003,5
"2003-04-20","fortaleza",1,"atletico-pr",0,1,"2003-04-20","fortaleza","atletico-pr",FALSE,2003,5
"2003-04-20","juventude",1,"vitoria",1,0.5,"2003-04-20","juventude","vitoria",TRUE,2003,5
"2003-04-20","ponte-preta",4,"paysandu",4,0.5,"2003-04-20","ponte-preta","paysandu",TRUE,2003,5
"2003-04-20","fluminense",0,"parana",0,0.5,"2003-04-20","fluminense","parana",TRUE,2003,5
"2003-04-20","cruzeiro",4,"goias",1,1,"2003-04-20","cruzeiro","goias",FALSE,2003,5
"2003-04-21","coritiba",1,"figueirense",0,1,"2003-04-21","coritiba","figueirense",FALSE,2003,5
"2003-04-26","parana",3,"bahia",1,1,"2003-04-26","parana","bahia",FALSE,2003,5
"2003-04-26","atletico-mg",1,"coritiba",2,0,"2003-04-26","coritiba","atletico-mg",FALSE,2003,5
"2003-04-26","vitoria",0,"internacional",3,0,"2003-04-26","internacional","vitoria",FALSE,2003,5
"2003-04-26","guarani",1,"cruzeiro",1,0.5,"2003-04-26","guarani","cruzeiro",TRUE,2003,5
"2003-04-27","figueirense",0,"ponte-preta",0,0.5,"2003-04-27","figueirense","ponte-preta",TRUE,2003,6
"2003-04-27","corinthians",1,"flamengo",1,0.5,"2003-04-27","corinthians","flamengo",TRUE,2003,6
"2003-04-27","goias",7,"juventude",0,1,"2003-04-27","goias","juventude",FALSE,2003,6
"2003-04-27","santos",4,"fortaleza",0,1,"2003-04-27","santos","fortaleza",FALSE,2003,6
"2003-04-27","atletico-pr",5,"criciuma",2,1,"2003-04-27","atletico-pr","criciuma",FALSE,2003,6
"2003-04-27","gremio",0,"fluminense",1,0,"2003-04-27","fluminense","gremio",FALSE,2003,6
"2003-04-27","paysandu",5,"sao-paulo",2,1,"2003-04-27","paysandu","sao-paulo",FALSE,2003,6
"2003-04-27","vasco",1,"sao-caetano",0,1,"2003-04-27","vasco","sao-caetano",FALSE,2003,6
"2003-05-03","bahia",2,"gremio",1,1,"2003-05-03","bahia","gremio",FALSE,2003,6
"2003-05-03","flamengo",2,"vitoria",1,1,"2003-05-03","flamengo","vitoria",FALSE,2003,6
"2003-05-03","cruzeiro",5,"atletico-pr",2,1,"2003-05-03","cruzeiro","atletico-pr",FALSE,2003,6
"2003-05-04","sao-paulo",3,"figueirense",2,1,"2003-05-04","sao-paulo","figueirense",FALSE,2003,6
"2003-05-04","fortaleza",1,"corinthians",2,0,"2003-05-04","corinthians","fortaleza",FALSE,2003,6
"2003-05-04","coritiba",2,"parana",1,1,"2003-05-04","coritiba","parana",FALSE,2003,7
"2003-05-04","internacional",2,"goias",1,1,"2003-05-04","internacional","goias",FALSE,2003,7
"2003-05-04","ponte-preta",2,"atletico-mg",1,1,"2003-05-04","ponte-preta","atletico-mg",FALSE,2003,7
"2003-05-04","juventude",1,"guarani",1,0.5,"2003-05-04","juventude","guarani",TRUE,2003,7
"2003-05-04","sao-caetano",2,"paysandu",0,1,"2003-05-04","sao-caetano","paysandu",FALSE,2003,7
"2003-05-04","fluminense",0,"vasco",0,0.5,"2003-05-04","fluminense","vasco",TRUE,2003,7
"2003-05-04","criciuma",1,"santos",3,0,"2003-05-04","santos","criciuma",FALSE,2003,7
"2003-05-10","goias",1,"flamengo",1,0.5,"2003-05-10","goias","flamengo",TRUE,2003,7
"2003-05-10","santos",0,"cruzeiro",2,0,"2003-05-10","cruzeiro","santos",FALSE,2003,7
"2003-05-10","parana",3,"ponte-preta",2,1,"2003-05-10","parana","ponte-preta",FALSE,2003,7
"2003-05-10","corinthians",3,"criciuma",0,1,"2003-05-10","corinthians","criciuma",FALSE,2003,7
"2003-05-11","figueirense",3,"sao-caetano",0,1,"2003-05-11","figueirense","sao-caetano",FALSE,2003,7
"2003-05-11","vasco",1,"bahia",1,0.5,"2003-05-11","vasco","bahia",TRUE,2003,7
"2003-05-11","atletico-mg",2,"sao-paulo",2,0.5,"2003-05-11","atletico-mg","sao-paulo",TRUE,2003,8
"2003-05-11","vitoria",2,"fortaleza",1,1,"2003-05-11","vitoria","fortaleza",FALSE,2003,8
"2003-05-11","guarani",3,"internacional",0,1,"2003-05-11","guarani","internacional",FALSE,2003,8
"2003-05-11","atletico-pr",2,"juventude",0,1,"2003-05-11","atletico-pr","juventude",FALSE,2003,8
"2003-05-11","paysandu",2,"fluminense",2,0.5,"2003-05-11","paysandu","fluminense",TRUE,2003,8
"2003-05-11","gremio",1,"coritiba",0,1,"2003-05-11","gremio","coritiba",FALSE,2003,8
"2003-05-17","fluminense",3,"figueirense",0,1,"2003-05-17","fluminense","figueirense",FALSE,2003,8
"2003-05-17","sao-caetano",2,"atletico-mg",0,1,"2003-05-17","sao-caetano","atletico-mg",FALSE,2003,8
"2003-05-17","juventude",1,"santos",1,0.5,"2003-05-17","juventude","santos",TRUE,2003,8
"2003-05-18","coritiba",1,"vasco",1,0.5,"2003-05-18","coritiba","vasco",TRUE,2003,8
"2003-05-18","bahia",2,"paysandu",0,1,"2003-05-18","bahia","paysandu",FALSE,2003,8
"2003-05-18","internacional",1,"atletico-pr",1,0.5,"2003-05-18","internacional","atletico-pr",TRUE,2003,8
"2003-05-18","cruzeiro",1,"corinthians",1,0.5,"2003-05-18","cruzeiro","corinthians",TRUE,2003,8
"2003-05-18","ponte-preta",2,"gremio",1,1,"2003-05-18","ponte-preta","gremio",FALSE,2003,9
"2003-05-18","criciuma",1,"vitoria",1,0.5,"2003-05-18","criciuma","vitoria",TRUE,2003,9
"2003-05-18","fortaleza",1,"goias",0,1,"2003-05-18","fortaleza","goias",FALSE,2003,9
"2003-05-18","flamengo",1,"guarani",1,0.5,"2003-05-18","flamengo","guarani",TRUE,2003,9
"2003-05-18","sao-paulo",2,"parana",0,1,"2003-05-18","sao-paulo","parana",FALSE,2003,9
"2003-05-24","parana",1,"sao-caetano",1,0.5,"2003-05-24","parana","sao-caetano",TRUE,2003,9
"2003-05-24","atletico-mg",3,"fluminense",0,1,"2003-05-24","atletico-mg","fluminense",FALSE,2003,9
"2003-05-24","corinthians",3,"juventude",0,1,"2003-05-24","corinthians","juventude",FALSE,2003,9
"2003-05-24","vasco",1,"ponte-preta",0,1,"2003-05-24","vasco","ponte-preta",FALSE,2003,9
"2003-05-25","atletico-pr",4,"flamengo",1,1,"2003-05-25","atletico-pr","flamengo",FALSE,2003,9
"2003-05-25","figueirense",1,"bahia",0,1,"2003-05-25","figueirense","bahia",FALSE,2003,9
"2003-05-25","goias",0,"criciuma",2,0,"2003-05-25","criciuma","goias",FALSE,2003,9
"2003-05-25","gremio",1,"sao-paulo",2,0,"2003-05-25","sao-paulo","gremio",FALSE,2003,9
"2003-05-25","guarani",2,"fortaleza",1,1,"2003-05-25","guarani","fortaleza",FALSE,2003,10
"2003-05-25","paysandu",1,"coritiba",3,0,"2003-05-25","coritiba","paysandu",FALSE,2003,10
"2003-05-25","vitoria",2,"cruzeiro",1,1,"2003-05-25","vitoria","cruzeiro",FALSE,2003,10
"2003-05-25","santos",2,"internacional",1,1,"2003-05-25","santos","internacional",FALSE,2003,10
"2003-05-31","ponte-preta",0,"sao-caetano",0,0.5,"2003-05-31","ponte-preta","sao-caetano",TRUE,2003,10
"2003-05-31","coritiba",3,"guarani",2,1,"2003-05-31","coritiba","guarani",FALSE,2003,10
"2003-05-31","cruzeiro",2,"criciuma",0,1,"2003-05-31","cruzeiro","criciuma",FALSE,2003,10
"2003-05-31","fluminense",2,"atletico-pr",1,1,"2003-05-31","fluminense","atletico-pr",FALSE,2003,10
"2003-05-31","internacional",2,"paysandu",1,1,"2003-05-31","internacional","paysandu",FALSE,2003,10
"2003-06-01","parana",6,"flamengo",2,1,"2003-06-01","parana","flamengo",FALSE,2003,10
"2003-06-01","figueirense",2,"gremio",1,1,"2003-06-01","figueirense","gremio",FALSE,2003,10
"2003-06-01","fortaleza",3,"juventude",1,1,"2003-06-01","fortaleza","juventude",FALSE,2003,10
"2003-06-01","bahia",2,"goias",1,1,"2003-06-01","bahia","goias",FALSE,2003,10
"2003-06-01","santos",3,"sao-paulo",2,1,"2003-06-01","santos","sao-paulo",FALSE,2003,11
"2003-06-01","vasco",2,"atletico-mg",2,0.5,"2003-06-01","vasco","atletico-mg",TRUE,2003,11
"2003-06-01","corinthians",4,"vitoria",0,1,"2003-06-01","corinthians","vitoria",FALSE,2003,11
"2003-06-07","guarani",1,"santos",2,0,"2003-06-07","santos","guarani",FALSE,2003,11
"2003-06-07","gremio",3,"fortaleza",1,1,"2003-06-07","gremio","fortaleza",FALSE,2003,11
"2003-06-07","vitoria",2,"fluminense",1,1,"2003-06-07","vitoria","fluminense",FALSE,2003,11
"2003-06-07","atletico-mg",1,"figueirense",1,0.5,"2003-06-07","atletico-mg","figueirense",TRUE,2003,11
"2003-06-08","sao-caetano",1,"corinthians",0,1,"2003-06-08","sao-caetano","corinthians",FALSE,2003,11
"2003-06-08","goias",1,"coritiba",2,0,"2003-06-08","coritiba","goias",FALSE,2003,11
"2003-06-08","paysandu",3,"parana",0,1,"2003-06-08","paysandu","parana",FALSE,2003,11
"2003-06-08","juventude",0,"vasco",0,0.5,"2003-06-08","juventude","vasco",TRUE,2003,11
"2003-06-08","atletico-pr",4,"ponte-preta",2,1,"2003-06-08","atletico-pr","ponte-preta",FALSE,2003,11
"2003-06-08","sao-paulo",2,"bahia",2,0.5,"2003-06-08","sao-paulo","bahia",TRUE,2003,11
"2003-06-08","criciuma",1,"internacional",0,1,"2003-06-08","criciuma","internacional",FALSE,2003,12
"2003-06-14","ponte-preta",0,"guarani",2,0,"2003-06-14","guarani","ponte-preta",FALSE,2003,12
"2003-06-14","fluminense",2,"goias",3,0,"2003-06-14","goias","fluminense",FALSE,2003,12
"2003-06-14","coritiba",2,"atletico-pr",0,1,"2003-06-14","coritiba","atletico-pr",FALSE,2003,12
"2003-06-15","corinthians",1,"sao-paulo",2,0,"2003-06-15","sao-paulo","corinthians",FALSE,2003,12
"2003-06-15","fortaleza",1,"paysandu",2,0,"2003-06-15","paysandu","fortaleza",FALSE,2003,12
"2003-06-15","parana",1,"juventude",2,0,"2003-06-15","juventude","parana",FALSE,2003,12
"2003-06-15","gremio",0,"internacional",0,0.5,"2003-06-15","gremio","internacional",TRUE,2003,12
"2003-06-15","bahia",2,"vitoria",1,1,"2003-06-15","bahia","vitoria",FALSE,2003,12
"2003-06-15","criciuma",1,"figueirense",0,1,"2003-06-15","criciuma","figueirense",FALSE,2003,12
"2003-06-15","santos",0,"sao-caetano",1,0,"2003-06-15","sao-caetano","santos",FALSE,2003,12
"2003-06-15","cruzeiro",0,"atletico-mg",0,0.5,"2003-06-15","cruzeiro","atletico-mg",TRUE,2003,12
"2003-06-15","vasco",1,"flamengo",2,0,"2003-06-15","flamengo","vasco",FALSE,2003,12
"2003-06-18","flamengo",3,"cruzeiro",0,1,"2003-06-18","flamengo","cruzeiro",FALSE,2003,13
"2003-06-19","bahia",2,"coritiba",2,0.5,"2003-06-19","bahia","coritiba",TRUE,2003,13
"2003-06-21","vasco",2,"criciuma",0,1,"2003-06-21","vasco","criciuma",FALSE,2003,13
"2003-06-21","atletico-mg",3,"gremio",2,1,"2003-06-21","atletico-mg","gremio",FALSE,2003,13
"2003-06-21","internacional",2,"parana",1,1,"2003-06-21","internacional","parana",FALSE,2003,13
"2003-06-21","sao-paulo",1,"goias",0,1,"2003-06-21","sao-paulo","goias",FALSE,2003,13
"2003-06-22","paysandu",2,"flamengo",2,0.5,"2003-06-22","paysandu","flamengo",TRUE,2003,13
"2003-06-22","ponte-preta",3,"corinthians",3,0.5,"2003-06-22","ponte-preta","corinthians",TRUE,2003,13
"2003-06-22","sao-caetano",2,"vitoria",1,1,"2003-06-22","sao-caetano","vitoria",FALSE,2003,13
"2003-06-22","figueirense",2,"fortaleza",2,0.5,"2003-06-22","figueirense","fortaleza",TRUE,2003,13
"2003-06-22","juventude",0,"cruzeiro",1,0,"2003-06-22","cruzeiro","juventude",FALSE,2003,13
"2003-06-22","fluminense",5,"guarani",2,1,"2003-06-22","fluminense","guarani",FALSE,2003,13
"2003-06-28","santos",4,"bahia",0,1,"2003-06-28","santos","bahia",FALSE,2003,13
"2003-06-28","fortaleza",0,"vasco",1,0,"2003-06-28","vasco","fortaleza",FALSE,2003,14
"2003-06-28","gremio",1,"juventude",4,0,"2003-06-28","juventude","gremio",FALSE,2003,14
"2003-06-28","coritiba",2,"sao-caetano",0,1,"2003-06-28","coritiba","sao-caetano",FALSE,2003,14
"2003-06-28","flamengo",0,"figueirense",2,0,"2003-06-28","figueirense","flamengo",FALSE,2003,14
"2003-06-29","corinthians",1,"fluminense",0,1,"2003-06-29","corinthians","fluminense",FALSE,2003,14
"2003-06-29","guarani",0,"sao-paulo",1,0,"2003-06-29","sao-paulo","guarani",FALSE,2003,14
"2003-06-29","vitoria",1,"atletico-pr",0,1,"2003-06-29","vitoria","atletico-pr",FALSE,2003,14
"2003-06-29","criciuma",2,"paysandu",0,1,"2003-06-29","criciuma","paysandu",FALSE,2003,14
"2003-06-29","cruzeiro",3,"internacional",2,1,"2003-06-29","cruzeiro","internacional",FALSE,2003,14
"2003-06-29","parana",1,"atletico-mg",1,0.5,"2003-06-29","parana","atletico-mg",TRUE,2003,14
"2003-07-05","sao-paulo",1,"sao-caetano",1,0.5,"2003-07-05","sao-paulo","sao-caetano",TRUE,2003,14
"2003-07-05","vasco",1,"parana",4,0,"2003-07-05","parana","vasco",FALSE,2003,14
"2003-07-05","figueirense",1,"cruzeiro",0,1,"2003-07-05","figueirense","cruzeiro",FALSE,2003,14
"2003-07-05","atletico-mg",3,"paysandu",2,1,"2003-07-05","atletico-mg","paysandu",FALSE,2003,15
"2003-07-06","gremio",2,"flamengo",0,1,"2003-07-06","gremio","flamengo",FALSE,2003,15
"2003-07-06","vitoria",1,"ponte-preta",4,0,"2003-07-06","ponte-preta","vitoria",FALSE,2003,15
"2003-07-06","guarani",3,"goias",2,1,"2003-07-06","guarani","goias",FALSE,2003,15
"2003-07-06","atletico-pr",3,"corinthians",1,1,"2003-07-06","atletico-pr","corinthians",FALSE,2003,15
"2003-07-06","fortaleza",0,"criciuma",1,0,"2003-07-06","criciuma","fortaleza",FALSE,2003,15
"2003-07-06","juventude",1,"internacional",1,0.5,"2003-07-06","juventude","internacional",TRUE,2003,15
"2003-07-06","fluminense",1,"bahia",0,1,"2003-07-06","fluminense","bahia",FALSE,2003,15
"2003-07-06","santos",3,"coritiba",1,1,"2003-07-06","santos","coritiba",FALSE,2003,15
"2003-07-09","corinthians",1,"santos",1,0.5,"2003-07-09","corinthians","santos",TRUE,2003,15
"2003-07-09","sao-caetano",0,"atletico-pr",0,0.5,"2003-07-09","sao-caetano","atletico-pr",TRUE,2003,15
"2003-07-09","paysandu",1,"figueirense",0,1,"2003-07-09","paysandu","figueirense",FALSE,2003,15
"2003-07-09","goias",1,"vitoria",1,0.5,"2003-07-09","goias","vitoria",TRUE,2003,15
"2003-07-09","cruzeiro",2,"fortaleza",0,1,"2003-07-09","cruzeiro","fortaleza",FALSE,2003,16
"2003-07-09","bahia",2,"guarani",0,1,"2003-07-09","bahia","guarani",FALSE,2003,16
"2003-07-09","flamengo",2,"juventude",1,1,"2003-07-09","flamengo","juventude",FALSE,2003,16
"2003-07-09","coritiba",0,"sao-paulo",2,0,"2003-07-09","sao-paulo","coritiba",FALSE,2003,16
"2003-07-09","internacional",2,"vasco",1,1,"2003-07-09","internacional","vasco",FALSE,2003,16
"2003-07-10","ponte-preta",3,"fluminense",0,1,"2003-07-10","ponte-preta","fluminense",FALSE,2003,16
"2003-07-10","criciuma",1,"atletico-mg",0,1,"2003-07-10","criciuma","atletico-mg",FALSE,2003,16
"2003-07-10","parana",3,"gremio",1,1,"2003-07-10","parana","gremio",FALSE,2003,16
"2003-07-12","fortaleza",3,"internacional",0,1,"2003-07-12","fortaleza","internacional",FALSE,2003,16
"2003-07-12","atletico-pr",0,"goias",0,0.5,"2003-07-12","atletico-pr","goias",TRUE,2003,16
"2003-07-12","vasco",0,"paysandu",2,0,"2003-07-12","paysandu","vasco",FALSE,2003,16
"2003-07-13","atletico-mg",1,"flamengo",0,1,"2003-07-13","atletico-mg","flamengo",FALSE,2003,16
"2003-07-13","ponte-preta",1,"bahia",0,1,"2003-07-13","ponte-preta","bahia",FALSE,2003,16
"2003-07-13","corinthians",0,"coritiba",1,0,"2003-07-13","coritiba","corinthians",FALSE,2003,17
"2003-07-13","criciuma",3,"juventude",0,1,"2003-07-13","criciuma","juventude",FALSE,2003,17
"2003-07-13","fluminense",1,"sao-paulo",3,0,"2003-07-13","sao-paulo","fluminense",FALSE,2003,17
"2003-07-13","sao-caetano",0,"guarani",2,0,"2003-07-13","guarani","sao-caetano",FALSE,2003,17
"2003-07-13","figueirense",4,"parana",2,1,"2003-07-13","figueirense","parana",FALSE,2003,17
"2003-07-13","vitoria",2,"santos",0,1,"2003-07-13","vitoria","santos",FALSE,2003,17
"2003-07-13","gremio",0,"cruzeiro",1,0,"2003-07-13","cruzeiro","gremio",FALSE,2003,17
"2003-07-16","bahia",0,"sao-caetano",0,0.5,"2003-07-16","bahia","sao-caetano",TRUE,2003,17
"2003-07-16","flamengo",0,"fortaleza",2,0,"2003-07-16","fortaleza","flamengo",FALSE,2003,17
"2003-07-16","guarani",2,"vitoria",2,0.5,"2003-07-16","guarani","vitoria",TRUE,2003,17
"2003-07-16","internacional",3,"atletico-mg",3,0.5,"2003-07-16","internacional","atletico-mg",TRUE,2003,17
"2003-07-16","coritiba",3,"fluminense",0,1,"2003-07-16","coritiba","fluminense",FALSE,2003,17
"2003-07-16","juventude",1,"figueirense",2,0,"2003-07-16","figueirense","juventude",FALSE,2003,17
"2003-07-16","santos",2,"ponte-preta",1,1,"2003-07-16","santos","ponte-preta",FALSE,2003,18
"2003-07-16","cruzeiro",4,"vasco",1,1,"2003-07-16","cruzeiro","vasco",FALSE,2003,18
"2003-07-16","goias",1,"corinthians",1,0.5,"2003-07-16","goias","corinthians",TRUE,2003,18
"2003-07-17","sao-paulo",2,"atletico-pr",0,1,"2003-07-17","sao-paulo","atletico-pr",FALSE,2003,18
"2003-07-17","paysandu",1,"gremio",1,0.5,"2003-07-17","paysandu","gremio",TRUE,2003,18
"2003-07-19","corinthians",1,"guarani",0,1,"2003-07-19","corinthians","guarani",FALSE,2003,18
"2003-07-19","fortaleza",4,"atletico-mg",3,1,"2003-07-19","fortaleza","atletico-mg",FALSE,2003,18
"2003-07-19","fluminense",1,"santos",4,0,"2003-07-19","santos","fluminense",FALSE,2003,18
"2003-07-19","internacional",3,"figueirense",0,1,"2003-07-19","internacional","figueirense",FALSE,2003,18
"2003-07-20","vitoria",0,"sao-paulo",2,0,"2003-07-20","sao-paulo","vitoria",FALSE,2003,18
"2003-07-20","ponte-preta",1,"coritiba",1,0.5,"2003-07-20","ponte-preta","coritiba",TRUE,2003,18
"2003-07-20","juventude",2,"paysandu",0,1,"2003-07-20","juventude","paysandu",FALSE,2003,18
"2003-07-20","criciuma",4,"flamengo",3,1,"2003-07-20","criciuma","flamengo",FALSE,2003,18
"2003-07-20","goias",2,"sao-caetano",1,1,"2003-07-20","goias","sao-caetano",FALSE,2003,19
"2003-07-20","atletico-pr",2,"bahia",1,1,"2003-07-20","atletico-pr","bahia",FALSE,2003,19
"2003-07-20","cruzeiro",5,"parana",1,1,"2003-07-20","cruzeiro","parana",FALSE,2003,19
"2003-07-20","vasco",2,"gremio",0,1,"2003-07-20","vasco","gremio",FALSE,2003,19
"2003-07-23","atletico-mg",2,"juventude",1,1,"2003-07-23","atletico-mg","juventude",FALSE,2003,19
"2003-07-23","guarani",1,"atletico-pr",0,1,"2003-07-23","guarani","atletico-pr",FALSE,2003,19
"2003-07-23","paysandu",3,"cruzeiro",0,1,"2003-07-23","paysandu","cruzeiro",FALSE,2003,19
"2003-07-23","parana",4,"fortaleza",1,1,"2003-07-23","parana","fortaleza",FALSE,2003,19
"2003-07-23","bahia",0,"corinthians",0,0.5,"2003-07-23","bahia","corinthians",TRUE,2003,19
"2003-07-23","santos",3,"goias",3,0.5,"2003-07-23","santos","goias",TRUE,2003,19
"2003-07-23","figueirense",0,"vasco",0,0.5,"2003-07-23","figueirense","vasco",TRUE,2003,19
"2003-07-24","sao-paulo",1,"ponte-preta",2,0,"2003-07-24","ponte-preta","sao-paulo",FALSE,2003,19
"2003-07-24","flamengo",2,"internacional",1,1,"2003-07-24","flamengo","internacional",FALSE,2003,19
"2003-07-24","gremio",0,"criciuma",2,0,"2003-07-24","criciuma","gremio",FALSE,2003,20
"2003-07-24","sao-caetano",2,"fluminense",0,1,"2003-07-24","sao-caetano","fluminense",FALSE,2003,20
"2003-07-24","coritiba",1,"vitoria",1,0.5,"2003-07-24","coritiba","vitoria",TRUE,2003,20
"2003-07-26","santos",2,"vasco",1,1,"2003-07-26","santos","vasco",FALSE,2003,20
"2003-07-26","goias",1,"atletico-mg",1,0.5,"2003-07-26","goias","atletico-mg",TRUE,2003,20
"2003-07-26","atletico-pr",1,"paysandu",1,0.5,"2003-07-26","atletico-pr","paysandu",TRUE,2003,20
"2003-07-27","vitoria",0,"parana",3,0,"2003-07-27","parana","vitoria",FALSE,2003,20
"2003-07-27","corinthians",1,"gremio",0,1,"2003-07-27","corinthians","gremio",FALSE,2003,20
"2003-07-27","criciuma",2,"coritiba",3,0,"2003-07-27","coritiba","criciuma",FALSE,2003,20
"2003-07-27","guarani",3,"figueirense",0,1,"2003-07-27","guarani","figueirense",FALSE,2003,20
"2003-07-27","juventude",2,"fluminense",1,1,"2003-07-27","juventude","fluminense",FALSE,2003,20
"2003-07-27","flamengo",1,"sao-paulo",1,0.5,"2003-07-27","flamengo","sao-paulo",TRUE,2003,20
"2003-07-27","internacional",0,"sao-caetano",0,0.5,"2003-07-27","internacional","sao-caetano",TRUE,2003,20
