"dia","time_casa","gols_casa","time_fora","gols_fora","ponto","Date","winner","loser","draw","ano","rodada"
"2005-08-13","paysandu",2,"atletico-pr",1,1,"2005-08-13","paysandu","atletico-pr",FALSE,2005,18
"2005-08-14","vasco",2,"atletico-mg",1,1,"2005-08-14","vasco","atletico-mg",FALSE,2005,18
"2005-08-14","ponte-preta",3,"corinthians",5,0,"2005-08-14","corinthians","ponte-preta",FALSE,2005,18
"2005-08-14","cruzeiro",0,"parana",1,0,"2005-08-14","parana","cruzeiro",FALSE,2005,18
"2005-08-14","goias",2,"flamengo",0,1,"2005-08-14","goias","flamengo",FALSE,2005,19
"2005-08-14","figueirense",2,"brasiliense",2,0.5,"2005-08-14","figueirense","brasiliense",TRUE,2005,19
"2005-08-14","juventude",2,"fluminense",0,1,"2005-08-14","juventude","fluminense",FALSE,2005,19
"2005-08-14","botafogo",3,"santos",3,0.5,"2005-08-14","botafogo","santos",TRUE,2005,19
"2005-08-14","sao-paulo",3,"fortaleza",2,1,"2005-08-14","sao-paulo","fortaleza",FALSE,2005,19
"2005-08-20","atletico-mg",2,"juventude",1,1,"2005-08-20","atletico-mg","juventude",FALSE,2005,19
"2005-08-20","sao-caetano",0,"cruzeiro",1,0,"2005-08-20","cruzeiro","sao-caetano",FALSE,2005,19
"2005-08-20","atletico-pr",4,"sao-paulo",2,1,"2005-08-20","atletico-pr","sao-paulo",FALSE,2005,19
"2005-08-21","brasiliense",4,"ponte-preta",0,1,"2005-08-21","brasiliense","ponte-preta",FALSE,2005,19
"2005-08-21","internacional",3,"coritiba",2,1,"2005-08-21","internacional","coritiba",FALSE,2005,19
"2005-08-21","corinthians",1,"goias",1,0.5,"2005-08-21","corinthians","goias",TRUE,2005,19
"2005-08-21","fluminense",2,"palmeiras",2,0.5,"2005-08-21","fluminense","palmeiras",TRUE,2005,19
"2005-08-21","parana",0,"vasco",0,0.5,"2005-08-21","parana","vasco",TRUE,2005,20
"2005-08-21","fortaleza",3,"botafogo",1,1,"2005-08-21","fortaleza","botafogo",FALSE,2005,20
"2005-08-21","santos",4,"figueirense",3,1,"2005-08-21","santos","figueirense",FALSE,2005,20
"2005-08-21","flamengo",2,"paysandu",1,1,"2005-08-21","flamengo","paysandu",FALSE,2005,20
"2005-08-24","ponte-preta",0,"atletico-pr",2,0,"2005-08-24","atletico-pr","ponte-preta",FALSE,2005,20
"2005-08-24","palmeiras",2,"sao-caetano",1,1,"2005-08-24","palmeiras","sao-caetano",FALSE,2005,20
"2005-08-24","vasco",1,"brasiliense",0,1,"2005-08-24","vasco","brasiliense",FALSE,2005,20
"2005-08-24","goias",1,"parana",1,0.5,"2005-08-24","goias","parana",TRUE,2005,20
"2005-08-24","cruzeiro",0,"flamengo",0,0.5,"2005-08-24","cruzeiro","flamengo",TRUE,2005,20
"2005-08-24","juventude",1,"corinthians",0,1,"2005-08-24","juventude","corinthians",FALSE,2005,20
"2005-08-24","paysandu",2,"santos",3,0,"2005-08-24","santos","paysandu",FALSE,2005,20
"2005-08-24","sao-paulo",1,"fluminense",1,0.5,"2005-08-24","sao-paulo","fluminense",TRUE,2005,20
"2005-08-25","botafogo",0,"internacional",1,0,"2005-08-25","internacional","botafogo",FALSE,2005,21
"2005-08-25","coritiba",2,"fortaleza",0,1,"2005-08-25","coritiba","fortaleza",FALSE,2005,21
"2005-08-25","figueirense",0,"atletico-mg",1,0,"2005-08-25","atletico-mg","figueirense",FALSE,2005,21
"2005-08-27","sao-caetano",0,"goias",1,0,"2005-08-27","goias","sao-caetano",FALSE,2005,21
"2005-08-27","atletico-pr",2,"juventude",2,0.5,"2005-08-27","atletico-pr","juventude",TRUE,2005,21
"2005-08-27","brasiliense",3,"palmeiras",2,1,"2005-08-27","brasiliense","palmeiras",FALSE,2005,21
"2005-08-28","internacional",4,"cruzeiro",1,1,"2005-08-28","internacional","cruzeiro",FALSE,2005,21
"2005-08-28","corinthians",3,"botafogo",3,0.5,"2005-08-28","corinthians","botafogo",TRUE,2005,21
"2005-08-28","flamengo",2,"figueirense",2,0.5,"2005-08-28","flamengo","figueirense",TRUE,2005,21
"2005-08-28","atletico-mg",1,"ponte-preta",0,1,"2005-08-28","atletico-mg","ponte-preta",FALSE,2005,21
"2005-08-28","parana",0,"sao-paulo",4,0,"2005-08-28","sao-paulo","parana",FALSE,2005,21
"2005-08-28","santos",2,"coritiba",0,1,"2005-08-28","santos","coritiba",FALSE,2005,21
"2005-08-28","fortaleza",4,"vasco",2,1,"2005-08-28","fortaleza","vasco",FALSE,2005,22
"2005-08-28","fluminense",5,"paysandu",2,1,"2005-08-28","fluminense","paysandu",FALSE,2005,22
"2005-09-07","figueirense",3,"goias",0,1,"2005-09-07","figueirense","goias",FALSE,2005,22
"2005-09-07","fortaleza",5,"sao-caetano",2,1,"2005-09-07","fortaleza","sao-caetano",FALSE,2005,22
"2005-09-07","sao-paulo",3,"corinthians",2,1,"2005-09-07","sao-paulo","corinthians",FALSE,2005,22
"2005-09-07","brasiliense",1,"atletico-mg",2,0,"2005-09-07","atletico-mg","brasiliense",FALSE,2005,22
"2005-09-07","botafogo",2,"vasco",2,0.5,"2005-09-07","botafogo","vasco",TRUE,2005,22
"2005-09-07","juventude",2,"parana",0,1,"2005-09-07","juventude","parana",FALSE,2005,22
"2005-09-07","atletico-pr",3,"santos",3,0.5,"2005-09-07","atletico-pr","santos",TRUE,2005,22
"2005-09-07","cruzeiro",2,"fluminense",6,0,"2005-09-07","fluminense","cruzeiro",FALSE,2005,22
"2005-09-07","paysandu",2,"ponte-preta",2,0.5,"2005-09-07","paysandu","ponte-preta",TRUE,2005,22
"2005-09-08","palmeiras",1,"coritiba",1,0.5,"2005-09-08","palmeiras","coritiba",TRUE,2005,22
"2005-09-08","flamengo",1,"internacional",1,0.5,"2005-09-08","flamengo","internacional",TRUE,2005,23
"2005-09-10","sao-caetano",1,"paysandu",2,0,"2005-09-10","paysandu","sao-caetano",FALSE,2005,23
"2005-09-10","fluminense",3,"brasiliense",0,1,"2005-09-10","fluminense","brasiliense",FALSE,2005,23
"2005-09-10","goias",1,"cruzeiro",0,1,"2005-09-10","goias","cruzeiro",FALSE,2005,23
"2005-09-11","internacional",3,"figueirense",0,1,"2005-09-11","internacional","figueirense",FALSE,2005,23
"2005-09-11","santos",0,"flamengo",0,0.5,"2005-09-11","santos","flamengo",TRUE,2005,23
"2005-09-11","vasco",5,"juventude",2,1,"2005-09-11","vasco","juventude",FALSE,2005,23
"2005-09-11","corinthians",2,"atletico-pr",0,1,"2005-09-11","corinthians","atletico-pr",FALSE,2005,23
"2005-09-11","parana",1,"palmeiras",3,0,"2005-09-11","palmeiras","parana",FALSE,2005,23
"2005-09-11","ponte-preta",2,"fortaleza",1,1,"2005-09-11","ponte-preta","fortaleza",FALSE,2005,23
"2005-09-11","coritiba",1,"sao-paulo",4,0,"2005-09-11","sao-paulo","coritiba",FALSE,2005,23
"2005-09-11","atletico-mg",0,"botafogo",2,0,"2005-09-11","botafogo","atletico-mg",FALSE,2005,23
"2005-09-17","ponte-preta",1,"parana",0,1,"2005-09-17","ponte-preta","parana",FALSE,2005,24
"2005-09-17","paysandu",3,"juventude",0,1,"2005-09-17","paysandu","juventude",FALSE,2005,24
"2005-09-17","flamengo",2,"sao-caetano",0,1,"2005-09-17","flamengo","sao-caetano",FALSE,2005,24
"2005-09-17","palmeiras",2,"cruzeiro",1,1,"2005-09-17","palmeiras","cruzeiro",FALSE,2005,24
"2005-09-18","sao-paulo",4,"vasco",2,1,"2005-09-18","sao-paulo","vasco",FALSE,2005,24
"2005-09-18","internacional",3,"atletico-pr",2,1,"2005-09-18","internacional","atletico-pr",FALSE,2005,24
"2005-09-18","brasiliense",0,"fortaleza",2,0,"2005-09-18","fortaleza","brasiliense",FALSE,2005,24
"2005-09-18","botafogo",3,"goias",1,1,"2005-09-18","botafogo","goias",FALSE,2005,24
"2005-09-18","figueirense",2,"corinthians",3,0,"2005-09-18","corinthians","figueirense",FALSE,2005,24
"2005-09-18","coritiba",0,"fluminense",0,0.5,"2005-09-18","coritiba","fluminense",TRUE,2005,24
"2005-09-18","atletico-mg",3,"santos",0,1,"2005-09-18","atletico-mg","santos",FALSE,2005,24
"2005-09-21","sao-caetano",0,"figueirense",1,0,"2005-09-21","figueirense","sao-caetano",FALSE,2005,24
"2005-09-21","fortaleza",1,"internacional",2,0,"2005-09-21","internacional","fortaleza",FALSE,2005,25
"2005-09-21","parana",4,"brasiliense",1,1,"2005-09-21","parana","brasiliense",FALSE,2005,25
"2005-09-21","goias",4,"paysandu",1,1,"2005-09-21","goias","paysandu",FALSE,2005,25
"2005-09-21","santos",2,"palmeiras",1,1,"2005-09-21","santos","palmeiras",FALSE,2005,25
"2005-09-21","fluminense",2,"flamengo",2,0.5,"2005-09-21","fluminense","flamengo",TRUE,2005,25
"2005-09-21","cruzeiro",2,"sao-paulo",3,0,"2005-09-21","sao-paulo","cruzeiro",FALSE,2005,25
"2005-09-22","juventude",0,"coritiba",0,0.5,"2005-09-22","juventude","coritiba",TRUE,2005,25
"2005-09-22","vasco",0,"ponte-preta",0,0.5,"2005-09-22","vasco","ponte-preta",TRUE,2005,25
"2005-09-22","atletico-pr",2,"botafogo",0,1,"2005-09-22","atletico-pr","botafogo",FALSE,2005,25
"2005-09-22","corinthians",1,"atletico-mg",1,0.5,"2005-09-22","corinthians","atletico-mg",TRUE,2005,25
"2005-09-24","sao-paulo",4,"paysandu",1,1,"2005-09-24","sao-paulo","paysandu",FALSE,2005,25
"2005-09-24","brasiliense",1,"sao-caetano",1,0.5,"2005-09-24","brasiliense","sao-caetano",TRUE,2005,25
"2005-09-24","fortaleza",2,"parana",2,0.5,"2005-09-24","fortaleza","parana",TRUE,2005,26
"2005-09-25","juventude",0,"botafogo",0,0.5,"2005-09-25","juventude","botafogo",TRUE,2005,26
"2005-09-25","figueirense",2,"atletico-pr",0,1,"2005-09-25","figueirense","atletico-pr",FALSE,2005,26
"2005-09-25","ponte-preta",2,"cruzeiro",3,0,"2005-09-25","cruzeiro","ponte-preta",FALSE,2005,26
"2005-09-25","coritiba",2,"vasco",0,1,"2005-09-25","coritiba","vasco",FALSE,2005,26
"2005-09-25","flamengo",1,"corinthians",3,0,"2005-09-25","corinthians","flamengo",FALSE,2005,26
"2005-09-25","fluminense",4,"santos",3,1,"2005-09-25","fluminense","santos",FALSE,2005,26
"2005-09-25","atletico-mg",1,"internacional",1,0.5,"2005-09-25","atletico-mg","internacional",TRUE,2005,26
"2005-09-25","palmeiras",3,"goias",1,1,"2005-09-25","palmeiras","goias",FALSE,2005,26
"2005-10-01","parana",3,"coritiba",2,1,"2005-10-01","parana","coritiba",FALSE,2005,26
"2005-10-01","cruzeiro",2,"juventude",0,1,"2005-10-01","cruzeiro","juventude",FALSE,2005,26
"2005-10-01","goias",4,"ponte-preta",1,1,"2005-10-01","goias","ponte-preta",FALSE,2005,26
"2005-10-01","paysandu",3,"figueirense",1,1,"2005-10-01","paysandu","figueirense",FALSE,2005,27
"2005-10-01","santos",0,"fortaleza",0,0.5,"2005-10-01","santos","fortaleza",TRUE,2005,27
"2005-10-01","sao-caetano",3,"atletico-mg",1,1,"2005-10-01","sao-caetano","atletico-mg",FALSE,2005,27
"2005-10-02","internacional",2,"fluminense",2,0.5,"2005-10-02","internacional","fluminense",TRUE,2005,27
"2005-10-02","corinthians",3,"brasiliense",2,1,"2005-10-02","corinthians","brasiliense",FALSE,2005,27
"2005-10-02","vasco",0,"palmeiras",0,0.5,"2005-10-02","vasco","palmeiras",TRUE,2005,27
"2005-10-02","botafogo",1,"sao-paulo",1,0.5,"2005-10-02","botafogo","sao-paulo",TRUE,2005,27
"2005-10-02","atletico-pr",2,"flamengo",0,1,"2005-10-02","atletico-pr","flamengo",FALSE,2005,27
"2005-10-04","santos",2,"sao-caetano",0,1,"2005-10-04","santos","sao-caetano",FALSE,2005,27
"2005-10-04","ponte-preta",3,"juventude",2,1,"2005-10-04","ponte-preta","juventude",FALSE,2005,27
"2005-10-04","coritiba",0,"goias",2,0,"2005-10-04","goias","coritiba",FALSE,2005,27
"2005-10-04","atletico-mg",0,"parana",1,0,"2005-10-04","parana","atletico-mg",FALSE,2005,27
"2005-10-05","figueirense",1,"botafogo",0,1,"2005-10-05","figueirense","botafogo",FALSE,2005,28
"2005-10-05","palmeiras",5,"paysandu",3,1,"2005-10-05","palmeiras","paysandu",FALSE,2005,28
"2005-10-05","vasco",3,"cruzeiro",3,0.5,"2005-10-05","vasco","cruzeiro",TRUE,2005,28
"2005-10-05","fortaleza",1,"atletico-pr",4,0,"2005-10-05","atletico-pr","fortaleza",FALSE,2005,28
"2005-10-05","internacional",3,"sao-paulo",0,1,"2005-10-05","internacional","sao-paulo",FALSE,2005,28
"2005-10-05","fluminense",0,"corinthians",2,0,"2005-10-05","corinthians","fluminense",FALSE,2005,28
"2005-10-05","brasiliense",2,"flamengo",3,0,"2005-10-05","flamengo","brasiliense",FALSE,2005,28
"2005-10-08","corinthians",3,"fortaleza",0,1,"2005-10-08","corinthians","fortaleza",FALSE,2005,28
"2005-10-08","botafogo",1,"palmeiras",2,0,"2005-10-08","palmeiras","botafogo",FALSE,2005,28
"2005-10-08","parana",6,"fluminense",1,1,"2005-10-08","parana","fluminense",FALSE,2005,28
"2005-10-08","cruzeiro",4,"figueirense",0,1,"2005-10-08","cruzeiro","figueirense",FALSE,2005,28
"2005-10-08","goias",4,"vasco",3,1,"2005-10-08","goias","vasco",FALSE,2005,28
"2005-10-08","juventude",3,"santos",1,1,"2005-10-08","juventude","santos",FALSE,2005,29
"2005-10-11","flamengo",1,"atletico-mg",2,0,"2005-10-11","atletico-mg","flamengo",FALSE,2005,29
"2005-10-11","sao-paulo",3,"ponte-preta",2,1,"2005-10-11","sao-paulo","ponte-preta",FALSE,2005,29
"2005-10-11","sao-caetano",1,"internacional",1,0.5,"2005-10-11","sao-caetano","internacional",TRUE,2005,29
"2005-10-11","paysandu",2,"coritiba",1,1,"2005-10-11","paysandu","coritiba",FALSE,2005,29
"2005-10-11","atletico-pr",4,"brasiliense",0,1,"2005-10-11","atletico-pr","brasiliense",FALSE,2005,29
"2005-10-12","vasco",3,"figueirense",3,0.5,"2005-10-12","vasco","figueirense",TRUE,2005,29
"2005-10-12","cruzeiro",2,"botafogo",2,0.5,"2005-10-12","cruzeiro","botafogo",TRUE,2005,29
"2005-10-12","juventude",3,"fluminense",4,0,"2005-10-12","fluminense","juventude",FALSE,2005,29
"2005-10-13","santos",2,"corinthians",3,0,"2005-10-13","corinthians","santos",FALSE,2005,29
"2005-10-15","fortaleza",1,"paysandu",2,0,"2005-10-15","paysandu","fortaleza",FALSE,2005,29
"2005-10-15","fluminense",3,"botafogo",2,1,"2005-10-15","fluminense","botafogo",FALSE,2005,29
"2005-10-15","brasiliense",1,"juventude",0,1,"2005-10-15","brasiliense","juventude",FALSE,2005,30
"2005-10-15","internacional",3,"vasco",1,1,"2005-10-15","internacional","vasco",FALSE,2005,30
"2005-10-15","palmeiras",1,"corinthians",1,0.5,"2005-10-15","palmeiras","corinthians",TRUE,2005,30
"2005-10-15","atletico-mg",0,"cruzeiro",1,0,"2005-10-15","cruzeiro","atletico-mg",FALSE,2005,30
"2005-10-15","flamengo",1,"sao-paulo",6,0,"2005-10-15","sao-paulo","flamengo",FALSE,2005,30
"2005-10-15","figueirense",2,"parana",0,1,"2005-10-15","figueirense","parana",FALSE,2005,30
"2005-10-15","coritiba",1,"atletico-pr",2,0,"2005-10-15","atletico-pr","coritiba",FALSE,2005,30
"2005-10-15","ponte-preta",1,"sao-caetano",2,0,"2005-10-15","sao-caetano","ponte-preta",FALSE,2005,30
"2005-10-15","santos",1,"goias",1,0.5,"2005-10-15","santos","goias",TRUE,2005,30
"2005-10-19","vasco",1,"botafogo",0,1,"2005-10-19","vasco","botafogo",FALSE,2005,30
"2005-10-19","ponte-preta",2,"sao-paulo",0,1,"2005-10-19","ponte-preta","sao-paulo",FALSE,2005,30
"2005-10-19","paysandu",4,"cruzeiro",1,1,"2005-10-19","paysandu","cruzeiro",FALSE,2005,30
"2005-10-19","juventude",2,"figueirense",2,0.5,"2005-10-19","juventude","figueirense",TRUE,2005,31
"2005-10-21","brasiliense",1,"goias",2,0,"2005-10-21","goias","brasiliense",FALSE,2005,31
"2005-10-21","sao-caetano",2,"fluminense",2,0.5,"2005-10-21","sao-caetano","fluminense",TRUE,2005,31
"2005-10-22","fortaleza",1,"palmeiras",1,0.5,"2005-10-22","fortaleza","palmeiras",TRUE,2005,31
"2005-10-22","vasco",2,"flamengo",1,1,"2005-10-22","vasco","flamengo",FALSE,2005,31
"2005-10-22","corinthians",1,"parana",0,1,"2005-10-22","corinthians","parana",FALSE,2005,31
"2005-10-22","atletico-pr",2,"atletico-mg",0,1,"2005-10-22","atletico-pr","atletico-mg",FALSE,2005,31
"2005-10-22","juventude",2,"internacional",1,1,"2005-10-22","juventude","internacional",FALSE,2005,31
"2005-10-22","figueirense",4,"ponte-preta",0,1,"2005-10-22","figueirense","ponte-preta",FALSE,2005,31
"2005-10-22","cruzeiro",4,"paysandu",3,1,"2005-10-22","cruzeiro","paysandu",FALSE,2005,31
"2005-10-22","botafogo",2,"coritiba",0,1,"2005-10-22","botafogo","coritiba",FALSE,2005,31
"2005-10-22","sao-paulo",1,"santos",2,0,"2005-10-22","santos","sao-paulo",FALSE,2005,31
"2005-10-24","sao-paulo",1,"corinthians",1,0.5,"2005-10-24","sao-paulo","corinthians",TRUE,2005,32
"2005-10-24","fluminense",1,"brasiliense",1,0.5,"2005-10-24","fluminense","brasiliense",TRUE,2005,32
"2005-10-25","goias",0,"internacional",1,0,"2005-10-25","internacional","goias",FALSE,2005,32
"2005-10-25","coritiba",0,"cruzeiro",3,0,"2005-10-25","cruzeiro","coritiba",FALSE,2005,32
"2005-10-26","atletico-mg",2,"fortaleza",3,0,"2005-10-26","fortaleza","atletico-mg",FALSE,2005,32
"2005-10-26","palmeiras",2,"figueirense",2,0.5,"2005-10-26","palmeiras","figueirense",TRUE,2005,32
"2005-10-26","juventude",2,"flamengo",2,0.5,"2005-10-26","juventude","flamengo",TRUE,2005,32
"2005-10-26","vasco",1,"santos",3,0,"2005-10-26","santos","vasco",FALSE,2005,32
"2005-10-27","sao-paulo",1,"brasiliense",2,0,"2005-10-27","brasiliense","sao-paulo",FALSE,2005,32
"2005-10-27","ponte-preta",0,"botafogo",1,0,"2005-10-27","botafogo","ponte-preta",FALSE,2005,32
"2005-10-27","paysandu",0,"corinthians",2,0,"2005-10-27","corinthians","paysandu",FALSE,2005,32
"2005-10-27","fluminense",4,"atletico-pr",1,1,"2005-10-27","fluminense","atletico-pr",FALSE,2005,32
"2005-10-28","internacional",3,"coritiba",2,1,"2005-10-28","internacional","coritiba",FALSE,2005,33
"2005-10-28","parana",1,"sao-caetano",3,0,"2005-10-28","sao-caetano","parana",FALSE,2005,33
"2005-10-29","figueirense",4,"juventude",3,1,"2005-10-29","figueirense","juventude",FALSE,2005,33
"2005-10-29","fortaleza",1,"goias",1,0.5,"2005-10-29","fortaleza","goias",TRUE,2005,33
"2005-10-30","santos",1,"cruzeiro",2,0,"2005-10-30","cruzeiro","santos",FALSE,2005,33
"2005-10-30","corinthians",1,"vasco",1,0.5,"2005-10-30","corinthians","vasco",TRUE,2005,33
"2005-10-30","atletico-mg",1,"palmeiras",3,0,"2005-10-30","palmeiras","atletico-mg",FALSE,2005,33
"2005-10-30","atletico-pr",2,"parana",1,1,"2005-10-30","atletico-pr","parana",FALSE,2005,33
"2005-10-30","sao-caetano",0,"sao-paulo",1,0,"2005-10-30","sao-paulo","sao-caetano",FALSE,2005,33
"2005-10-30","fluminense",4,"ponte-preta",3,1,"2005-10-30","fluminense","ponte-preta",FALSE,2005,33
"2005-10-30","brasiliense",0,"botafogo",0,0.5,"2005-10-30","brasiliense","botafogo",TRUE,2005,33
"2005-10-31","internacional",1,"paysandu",0,1,"2005-10-31","internacional","paysandu",FALSE,2005,33
"2005-10-31","flamengo",2,"coritiba",1,1,"2005-10-31","flamengo","coritiba",FALSE,2005,34
"2005-11-02","sao-paulo",2,"atletico-mg",2,0.5,"2005-11-02","sao-paulo","atletico-mg",TRUE,2005,34
"2005-11-02","juventude",2,"fortaleza",0,1,"2005-11-02","juventude","fortaleza",FALSE,2005,34
"2005-11-02","goias",1,"fluminense",2,0,"2005-11-02","fluminense","goias",FALSE,2005,34
"2005-11-02","cruzeiro",2,"corinthians",1,1,"2005-11-02","cruzeiro","corinthians",FALSE,2005,34
"2005-11-02","ponte-preta",2,"santos",1,1,"2005-11-02","ponte-preta","santos",FALSE,2005,34
"2005-11-03","coritiba",4,"figueirense",1,1,"2005-11-03","coritiba","figueirense",FALSE,2005,34
"2005-11-03","vasco",2,"atletico-pr",1,1,"2005-11-03","vasco","atletico-pr",FALSE,2005,34
"2005-11-03","parana",3,"internacional",1,1,"2005-11-03","parana","internacional",FALSE,2005,34
"2005-11-03","palmeiras",0,"flamengo",1,0,"2005-11-03","flamengo","palmeiras",FALSE,2005,34
"2005-11-03","botafogo",1,"sao-caetano",0,1,"2005-11-03","botafogo","sao-caetano",FALSE,2005,34
"2005-11-03","paysandu",2,"brasiliense",1,1,"2005-11-03","paysandu","brasiliense",FALSE,2005,34
"2005-11-05","sao-paulo",3,"juventude",1,1,"2005-11-05","sao-paulo","juventude",FALSE,2005,35
"2005-11-05","fortaleza",3,"cruzeiro",1,1,"2005-11-05","fortaleza","cruzeiro",FALSE,2005,35
"2005-11-06","internacional",2,"ponte-preta",1,1,"2005-11-06","internacional","ponte-preta",FALSE,2005,35
"2005-11-06","parana",2,"paysandu",0,1,"2005-11-06","parana","paysandu",FALSE,2005,35
"2005-11-06","corinthians",7,"santos",1,1,"2005-11-06","corinthians","santos",FALSE,2005,35
"2005-11-06","flamengo",3,"botafogo",1,1,"2005-11-06","flamengo","botafogo",FALSE,2005,35
"2005-11-06","sao-caetano",1,"vasco",2,0,"2005-11-06","vasco","sao-caetano",FALSE,2005,35
"2005-11-06","atletico-pr",4,"palmeiras",0,1,"2005-11-06","atletico-pr","palmeiras",FALSE,2005,35
"2005-11-06","fluminense",2,"figueirense",0,1,"2005-11-06","fluminense","figueirense",FALSE,2005,35
"2005-11-06","brasiliense",1,"coritiba",1,0.5,"2005-11-06","brasiliense","coritiba",TRUE,2005,35
"2005-11-06","atletico-mg",1,"goias",2,0,"2005-11-06","goias","atletico-mg",FALSE,2005,35
"2005-11-12","figueirense",1,"fortaleza",0,1,"2005-11-12","figueirense","fortaleza",FALSE,2005,35
"2005-11-12","paysandu",0,"atletico-mg",2,0,"2005-11-12","atletico-mg","paysandu",FALSE,2005,36
"2005-11-12","botafogo",2,"parana",0,1,"2005-11-12","botafogo","parana",FALSE,2005,36
"2005-11-12","palmeiras",2,"sao-paulo",1,1,"2005-11-12","palmeiras","sao-paulo",FALSE,2005,36
"2005-11-13","ponte-preta",2,"flamengo",2,0.5,"2005-11-13","ponte-preta","flamengo",TRUE,2005,36
"2005-11-13","goias",4,"atletico-pr",2,1,"2005-11-13","goias","atletico-pr",FALSE,2005,36
"2005-11-13","coritiba",0,"corinthians",1,0,"2005-11-13","corinthians","coritiba",FALSE,2005,36
"2005-11-13","cruzeiro",1,"brasiliense",0,1,"2005-11-13","cruzeiro","brasiliense",FALSE,2005,36
"2005-11-13","juventude",3,"sao-caetano",1,1,"2005-11-13","juventude","sao-caetano",FALSE,2005,36
"2005-11-13","vasco",2,"fluminense",0,1,"2005-11-13","vasco","fluminense",FALSE,2005,36
"2005-11-13","santos",0,"internacional",4,0,"2005-11-13","internacional","santos",FALSE,2005,36
"2005-11-16","flamengo",3,"fortaleza",0,1,"2005-11-16","flamengo","fortaleza",FALSE,2005,36
"2005-11-16","palmeiras",3,"juventude",2,1,"2005-11-16","palmeiras","juventude",FALSE,2005,36
"2005-11-16","internacional",1,"brasiliense",0,1,"2005-11-16","internacional","brasiliense",FALSE,2005,37
"2005-11-16","goias",3,"sao-paulo",0,1,"2005-11-16","goias","sao-paulo",FALSE,2005,37
"2005-11-16","santos",0,"parana",0,0.5,"2005-11-16","santos","parana",TRUE,2005,37
"2005-11-16","figueirense",5,"vasco",1,1,"2005-11-16","figueirense","vasco",FALSE,2005,37
"2005-11-16","sao-caetano",1,"corinthians",0,1,"2005-11-16","sao-caetano","corinthians",FALSE,2005,37
"2005-11-17","coritiba",2,"ponte-preta",1,1,"2005-11-17","coritiba","ponte-preta",FALSE,2005,37
"2005-11-17","paysandu",2,"botafogo",0,1,"2005-11-17","paysandu","botafogo",FALSE,2005,37
"2005-11-17","cruzeiro",1,"atletico-pr",2,0,"2005-11-17","atletico-pr","cruzeiro",FALSE,2005,37
"2005-11-17","fluminense",0,"atletico-mg",2,0,"2005-11-17","atletico-mg","fluminense",FALSE,2005,37
"2005-11-19","juventude",2,"goias",1,1,"2005-11-19","juventude","goias",FALSE,2005,37
"2005-11-19","sao-paulo",4,"figueirense",2,1,"2005-11-19","sao-paulo","figueirense",FALSE,2005,37
"2005-11-19","brasiliense",1,"santos",0,1,"2005-11-19","brasiliense","santos",FALSE,2005,37
"2005-11-20","vasco",4,"paysandu",0,1,"2005-11-20","vasco","paysandu",FALSE,2005,38
"2005-11-20","parana",0,"flamengo",1,0,"2005-11-20","flamengo","parana",FALSE,2005,38
"2005-11-20","corinthians",1,"internacional",1,0.5,"2005-11-20","corinthians","internacional",TRUE,2005,38
"2005-11-20","atletico-mg",1,"coritiba",0,1,"2005-11-20","atletico-mg","coritiba",FALSE,2005,38
"2005-11-20","atletico-pr",2,"sao-caetano",2,0.5,"2005-11-20","atletico-pr","sao-caetano",TRUE,2005,38
"2005-11-20","ponte-preta",2,"palmeiras",6,0,"2005-11-20","palmeiras","ponte-preta",FALSE,2005,38
"2005-11-20","fortaleza",5,"fluminense",1,1,"2005-11-20","fortaleza","fluminense",FALSE,2005,38
"2005-11-20","botafogo",2,"cruzeiro",1,1,"2005-11-20","botafogo","cruzeiro",FALSE,2005,38
"2005-11-27","sao-caetano",1,"coritiba",1,0.5,"2005-11-27","sao-caetano","coritiba",TRUE,2005,38
"2005-11-27","internacional",2,"palmeiras",1,1,"2005-11-27","internacional","palmeiras",FALSE,2005,38
"2005-11-27","parana",2,"cruzeiro",0,1,"2005-11-27","parana","cruzeiro",FALSE,2005,38
"2005-11-27","santos",2,"botafogo",1,1,"2005-11-27","santos","botafogo",FALSE,2005,38
"2005-11-27","fortaleza",1,"sao-paulo",0,1,"2005-11-27","fortaleza","sao-paulo",FALSE,2005,39
"2005-11-27","flamengo",0,"goias",0,0.5,"2005-11-27","flamengo","goias",TRUE,2005,39
"2005-11-27","atletico-pr",3,"paysandu",2,1,"2005-11-27","atletico-pr","paysandu",FALSE,2005,39
"2005-11-27","fluminense",1,"juventude",2,0,"2005-11-27","juventude","fluminense",FALSE,2005,39
"2005-11-27","atletico-mg",0,"vasco",0,0.5,"2005-11-27","atletico-mg","vasco",TRUE,2005,39
"2005-11-27","brasiliense",0,"figueirense",2,0,"2005-11-27","figueirense","brasiliense",FALSE,2005,39
"2005-11-27","corinthians",3,"ponte-preta",1,1,"2005-11-27","corinthians","ponte-preta",FALSE,2005,39
"2005-12-04","sao-paulo",3,"atletico-pr",1,1,"2005-12-04","sao-paulo","atletico-pr",FALSE,2005,39
"2005-12-04","juventude",1,"atletico-mg",3,0,"2005-12-04","atletico-mg","juventude",FALSE,2005,39
"2005-12-04","figueirense",3,"santos",1,1,"2005-12-04","figueirense","santos",FALSE,2005,39
"2005-12-04","ponte-preta",3,"brasiliense",1,1,"2005-12-04","ponte-preta","brasiliense",FALSE,2005,39
