"","time","rating_sem_k","rating_com_k25","dia","ano"
"323","corinthians",1136.99986282721,1392.2291261361,"21/11/1999",1999
"324","corinthians",1136.86007720052,1389.30443986188,"24/11/1999",1999
"325","corinthians",1137.74742765735,1410.35649113196,"05/12/1999",1999
"326","corinthians",1137.95246182703,1414.99904143034,"19/12/1999",1999
"327","corinthians",1137.93388216958,1413.99295175094,"22/12/1999",1999
"328","corinthians",1137.23991947859,1391.68709346496,"05/08/2000",2000
"329","corinthians",1137.27760083536,1388.195966492,"13/08/2000",2000
"330","corinthians",1137.19780194127,1380.23763709685,"27/08/2000",2000
"331","corinthians",1136.27877736959,1355.77045896501,"30/08/2000",2000
"332","corinthians",1135.32858835212,1333.07534273533,"10/09/2000",2000
"333","corinthians",1135.61184196586,1340.48356741323,"24/09/2000",2000
"334","corinthians",1135.0209809744,1325.15268351258,"28/09/2000",2000
"335","corinthians",1134.43936016727,1309.69475130689,"07/10/2000",2000
"336","corinthians",1132.35299912388,1254.63851512991,"22/10/2000",2000
"337","corinthians",1129.40693575781,1189.4614457465,"09/11/2000",2000
"338","corinthians",1128.38506430312,1166.84597845771,"16/11/2000",2000
"339","corinthians",1128.20091727202,1168.31469418663,"01/08/2001",2001
"340","corinthians",1128.40406429623,1178.73359697729,"08/08/2001",2001
"341","corinthians",1127.21583792705,1154.8047281808,"15/08/2001",2001
"342","corinthians",1125.78187611819,1124.14955984058,"29/08/2001",2001
"343","corinthians",1126.01661246836,1132.82587791104,"08/09/2001",2001
"344","corinthians",1126.26724418001,1141.37224493096,"19/09/2001",2001
"345","corinthians",1124.57494219009,1107.85732735874,"30/09/2001",2001
"346","corinthians",1125.38135512804,1131.72035318883,"03/10/2001",2001
"347","corinthians",1126.01694411269,1150.3019030404,"06/10/2001",2001
"348","corinthians",1124.94747383098,1126.33339227239,"13/10/2001",2001
"349","corinthians",1124.417706782,1114.84582909902,"21/10/2001",2001
"350","corinthians",1123.85478241118,1114.64017971331,"11/11/2001",2001
"351","corinthians",1124.49005322719,1134.1789640693,"18/11/2001",2001
"352","corinthians",1124.68341642495,1143.04951826292,"02/12/2001",2001
"353","corinthians",1125.6693407905,1169.9408374363,"14/08/2002",2002
"354","corinthians",1124.89291060925,1160.34468631582,"28/08/2002",2002
"355","corinthians",1123.87980222996,1142.8765334305,"31/08/2002",2002
"356","corinthians",1123.79957321749,1148.34134552584,"12/09/2002",2002
"357","corinthians",1124.00424265009,1160.50499674961,"19/09/2002",2002
"358","corinthians",1124.33271451691,1171.43139849189,"22/09/2002",2002
"359","corinthians",1123.83560114225,1166.5130599249,"03/10/2002",2002
"360","corinthians",1123.65564766069,1162.10827414646,"09/10/2002",2002
"361","corinthians",1124.52021225666,1189.57826422719,"20/10/2002",2002
"362","corinthians",1124.55076588245,1188.51239452424,"23/10/2002",2002
"363","corinthians",1124.15954750753,1180.42502494658,"02/11/2002",2002
"364","corinthians",1124.89943686601,1199.86193740441,"07/11/2002",2002
"365","corinthians",1124.16946024102,1183.59276955423,"17/11/2002",2002
"366","corinthians",1125.56950580732,1221.58429575188,"27/11/2002",2002
"367","corinthians",1125.45590081438,1221.68077163077,"04/12/2002",2002
"368","corinthians",1124.16093105648,1193.16341879236,"15/12/2002",2002
"369","corinthians",1123.26237177979,1171.78537247851,"30/03/2003",2003
"370","corinthians",1123.70537958337,1184.25381219305,"12/04/2003",2003
"371","corinthians",1123.08575286032,1170.69863231478,"27/04/2003",2003
"372","corinthians",1123.96918351235,1193.24533038775,"10/05/2003",2003
"373","corinthians",1124.52696642639,1212.29380513275,"24/05/2003",2003
"374","corinthians",1125.1585246062,1233.4283172955,"01/06/2003",2003
"375","corinthians",1123.94789369753,1210.03494876148,"15/06/2003",2003
"376","corinthians",1124.27352342523,1221.19787736638,"29/06/2003",2003
"377","corinthians",1123.38928076092,1204.47629529612,"09/07/2003",2003
"378","corinthians",1122.80568844037,1191.02858523687,"13/07/2003",2003
"379","corinthians",1123.02041193818,1200.27393789223,"19/07/2003",2003
"380","corinthians",1123.39415197314,1209.61567333876,"27/07/2003",2003
"381","corinthians",1122.54532034456,1191.35248458751,"07/08/2003",2003
"382","corinthians",1122.78206428459,1200.66978399743,"20/08/2003",2003
"383","corinthians",1123.52936140577,1219.25264860169,"24/08/2003",2003
"384","corinthians",1123.44849124032,1213.92047720789,"13/09/2003",2003
"385","corinthians",1122.26171746377,1189.06804744328,"24/09/2003",2003
"386","corinthians",1120.09421138817,1148.92256029186,"08/10/2003",2003
"387","corinthians",1119.82263635244,1153.05620557324,"19/10/2003",2003
"388","corinthians",1118.68468932155,1125.82549654158,"26/10/2003",2003
"389","corinthians",1117.86999767266,1122.86921433032,"09/11/2003",2003
"390","corinthians",1117.64672554508,1120.11068538672,"30/11/2003",2003
"391","corinthians",1117.48140248883,1119.84969047889,"06/12/2003",2003
"392","corinthians",1116.254257673,1094.91811752657,"25/04/2004",2004
"393","corinthians",1114.38914754717,1049.32927715945,"02/05/2004",2004
"394","corinthians",1114.75395969021,1064.30658703411,"16/05/2004",2004
"395","corinthians",1113.60343830101,1042.2626232605,"23/05/2004",2004
"396","corinthians",1113.3716218914,1048.61382502263,"20/06/2004",2004
"397","corinthians",1112.19736322421,1027.7950314546,"04/07/2004",2004
"398","corinthians",1112.95896177079,1055.59842115616,"10/07/2004",2004
"399","corinthians",1113.28894945961,1067.272738363,"13/07/2004",2004
"400","corinthians",1113.13347579,1068.940096865,"20/07/2004",2004
"401","corinthians",1112.79536641984,1066.92895875198,"28/07/2004",2004
"402","corinthians",1113.31290801011,1089.80929314187,"01/08/2004",2004
"403","corinthians",1113.90444903241,1107.44605501978,"08/08/2004",2004
"404","corinthians",1114.81624602146,1138.74486500592,"14/08/2004",2004
"405","corinthians",1114.1015802405,1122.35025815809,"21/08/2004",2004
"406","corinthians",1115.12936281633,1149.67388869885,"01/09/2004",2004
"407","corinthians",1114.6049012761,1145.95101994498,"19/09/2004",2004
"408","corinthians",1114.96355165061,1159.91985480922,"26/09/2004",2004
"409","corinthians",1114.24449267945,1145.80066073282,"02/10/2004",2004
"410","corinthians",1114.1625060601,1150.09895694733,"16/10/2004",2004
"411","corinthians",1114.66841362832,1168.42351575081,"30/10/2004",2004
"412","corinthians",1113.73150087268,1143.53152309208,"13/11/2004",2004
"413","corinthians",1114.2289928019,1164.45986154397,"04/12/2004",2004
"414","corinthians",1115.23772839894,1194.50496291383,"19/12/2004",2004
"415","corinthians",1115.07207379602,1192.76528202133,"24/04/2005",2005
"416","corinthians",1113.21801262533,1152.28133182161,"08/05/2005",2005
"417","corinthians",1113.97835253947,1177.460304006,"22/05/2005",2005
"418","corinthians",1115.13570578137,1206.30297255109,"12/06/2005",2005
"419","corinthians",1115.0672640941,1203.23916611375,"26/06/2005",2005
"420","corinthians",1115.19297401407,1205.71682932433,"10/07/2005",2005
"421","corinthians",1115.84720685675,1225.68267786807,"21/07/2005",2005
"422","corinthians",1116.7721285772,1247.59246349893,"27/07/2005",2005
"423","corinthians",1116.75362957192,1252.93833410693,"03/08/2005",2005
"424","corinthians",1115.77422500437,1233.98025522316,"06/08/2005",2005
"425","corinthians",1116.21138909052,1249.30691690444,"21/08/2005",2005
"426","corinthians",1115.47549601775,1231.40452402773,"28/08/2005",2005
"427","corinthians",1115.58461167805,1239.28480987017,"11/09/2005",2005
"428","corinthians",1115.8984342355,1246.54607987683,"22/09/2005",2005
"429","corinthians",1116.88903063274,1268.69767935553,"02/10/2005",2005
"430","corinthians",1118.11853046669,1299.94306862255,"08/10/2005",2005
"431","corinthians",1118.9856339531,1324.11611210376,"22/10/2005",2005
"432","corinthians",1119.35342599594,1330.80798933761,"30/10/2005",2005
"433","corinthians",1119.89198296108,1345.44330326295,"06/11/2005",2005
"434","corinthians",1119.65169638684,1338.05891153528,"20/11/2005",2005
"435","corinthians",1120.22266725606,1349.29245036084,"27/11/2005",2005
"436","corinthians",1119.38052225037,1327.44868552675,"22/04/2006",2006
"437","corinthians",1117.95747574003,1290.93208065571,"07/05/2006",2006
"438","corinthians",1118.44419555886,1303.24747844446,"25/05/2006",2006
"439","corinthians",1117.0477048246,1272.82167296164,"01/06/2006",2006
"440","corinthians",1116.21256244774,1250.89296414226,"04/06/2006",2006
"441","corinthians",1114.80268304012,1214.46253688102,"22/07/2006",2006
"442","corinthians",1114.64312604475,1209.818866254,"05/08/2006",2006
"443","corinthians",1113.64269297621,1189.24907062463,"12/08/2006",2006
"444","corinthians",1114.51745019441,1212.28850023941,"20/08/2006",2006
"445","corinthians",1113.54992904916,1187.39974672596,"27/08/2006",2006
"446","corinthians",1114.28189481361,1208.41528590491,"03/09/2006",2006
"447","corinthians",1114.59232477138,1221.93667525557,"16/09/2006",2006
"448","corinthians",1114.5276946646,1220.70162632227,"20/09/2006",2006
"449","corinthians",1113.64751588489,1202.80913392984,"05/10/2006",2006
"450","corinthians",1112.21571839213,1174.46172166217,"22/10/2006",2006
"451","corinthians",1112.75035558417,1187.64614973523,"25/10/2006",2006
"452","corinthians",1113.76484557138,1211.18431009361,"04/11/2006",2006
"453","corinthians",1113.97233704168,1220.27979628871,"18/11/2006",2006
"454","corinthians",1114.40852982352,1233.9324062561,"03/12/2006",2006
"455","corinthians",1114.74514855494,1243.58874478913,"13/05/2007",2007
"456","corinthians",1115.58281909338,1260.9994312118,"26/05/2007",2007
"457","corinthians",1115.73789015083,1266.01934105251,"16/06/2007",2007
"458","corinthians",1115.2674742815,1251.75575544287,"30/06/2007",2007
"459","corinthians",1114.5568131941,1233.64069261282,"07/07/2007",2007
"460","corinthians",1114.52949320983,1236.77294849498,"14/07/2007",2007
"461","corinthians",1112.50651566027,1185.02745094335,"22/07/2007",2007
"462","corinthians",1112.28712246819,1183.08778598586,"29/07/2007",2007
"463","corinthians",1112.58839559382,1196.84662005994,"04/08/2007",2007
"464","corinthians",1112.2143769823,1191.31614047967,"12/08/2007",2007
"465","corinthians",1111.59274324817,1179.78836811547,"25/08/2007",2007
"466","corinthians",1111.44020731367,1178.52295467611,"02/09/2007",2007
"467","corinthians",1111.75479856183,1183.6866793819,"05/09/2007",2007
"468","corinthians",1110.53238787577,1157.10168190631,"16/09/2007",2007
"469","corinthians",1109.41598104207,1130.84788049436,"29/09/2007",2007
"470","corinthians",1109.84574389861,1151.16241819751,"13/10/2007",2007
"471","corinthians",1109.53315109629,1149.66949664083,"28/10/2007",2007
"472","corinthians",1108.91417038544,1138.6753411481,"03/11/2007",2007
"473","corinthians",1108.22387489135,1126.30082037832,"28/11/2007",2007
"474","corinthians",1107.69623260063,1115.62992513792,"10/05/2009",2009
"475","corinthians",1107.96088448803,1124.20207526212,"23/05/2009",2009
"476","corinthians",1107.84313125075,1125.19205352553,"06/06/2009",2009
"477","corinthians",1108.44483922406,1152.85582386318,"21/06/2009",2009
"478","corinthians",1108.54568852518,1158.691087379,"08/07/2009",2009
"479","corinthians",1107.97791938835,1151.86455849995,"16/07/2009",2009
"480","corinthians",1108.81743490257,1176.72880477847,"23/07/2009",2009
"481","corinthians",1108.00091236703,1157.53202690823,"26/07/2009",2009
"482","corinthians",1107.6598787196,1149.48929209313,"02/08/2009",2009
"483","corinthians",1107.19033634385,1143.93512977135,"16/08/2009",2009
"484","corinthians",1107.62883300689,1157.37779750575,"23/08/2009",2009
"485","corinthians",1107.95831345327,1167.62323933528,"02/09/2009",2009
"486","corinthians",1106.7883417725,1145.15903399215,"20/09/2009",2009
"487","corinthians",1105.92186060374,1129.32159599571,"03/10/2009",2009
"488","corinthians",1106.34100351878,1142.86851627472,"10/10/2009",2009
"489","corinthians",1104.86697292963,1110.3209566269,"25/10/2009",2009
"490","corinthians",1105.75100574814,1139.19320442949,"08/11/2009",2009
"491","corinthians",1104.09467275531,1100.92471177679,"21/11/2009",2009
"492","corinthians",1103.27776288154,1086.57225468506,"29/11/2009",2009
"493","corinthians",1104.56310584867,1121.73445222275,"09/05/2010",2010
"494","corinthians",1105.48567441527,1149.08472347092,"23/05/2010",2010
"495","corinthians",1106.06167260836,1163.6119266976,"30/05/2010",2010
"496","corinthians",1106.82008030859,1184.64175267488,"03/06/2010",2010
"497","corinthians",1107.06992808445,1191.25299185449,"18/07/2010",2010
"498","corinthians",1106.62768105191,1180.89107000203,"25/07/2010",2010
"499","corinthians",1107.11531029595,1195.87265623774,"08/08/2010",2010
"500","corinthians",1107.29886951797,1207.76161520008,"22/08/2010",2010
"501","corinthians",1107.14106332151,1206.50191831336,"29/08/2010",2010
"502","corinthians",1107.84000990214,1224.60190599733,"04/09/2010",2010
"503","corinthians",1107.24321393904,1210.18553760955,"11/09/2010",2010
"504","corinthians",1108.26840490395,1235.6119161021,"18/09/2010",2010
"505","corinthians",1108.20280202672,1234.68449233681,"29/09/2010",2010
"506","corinthians",1108.03302498002,1229.92861204029,"02/10/2010",2010
"507","corinthians",1106.84172081052,1196.7897596405,"10/10/2010",2010
"508","corinthians",1106.4078417865,1186.92143517278,"24/10/2010",2010
"509","corinthians",1106.98054211744,1204.13159065783,"03/11/2010",2010
"510","corinthians",1108.20634721033,1239.69643158116,"13/11/2010",2010
"511","corinthians",1108.70857782151,1251.80550509022,"28/11/2010",2010
"512","corinthians",1109.47777282029,1271.28743923336,"29/05/2011",2011
"513","corinthians",1110.10336582658,1289.82319847249,"12/06/2011",2011
"514","corinthians",1111.07576390475,1317.44257363109,"26/06/2011",2011
"515","corinthians",1111.91903309152,1334.4043997008,"06/07/2011",2011
"516","corinthians",1112.7494578801,1352.83485201482,"14/07/2011",2011
"517","corinthians",1112.89386536502,1356.04607893295,"24/07/2011",2011
"518","corinthians",1112.54379897787,1343.01711633281,"03/08/2011",2011
"519","corinthians",1112.29041711551,1330.83044517618,"14/08/2011",2011
"520","corinthians",1111.77440250461,1314.41726190578,"20/08/2011",2011
"521","corinthians",1111.77563531304,1312.33939390409,"31/08/2011",2011
"522","corinthians",1111.64907751631,1308.35997814201,"08/09/2011",2011
"523","corinthians",1110.33455827132,1273.51352975513,"18/09/2011",2011
"524","corinthians",1110.72915996739,1283.18163690309,"25/09/2011",2011
"525","corinthians",1111.24712529271,1298.33732764577,"09/10/2011",2011
"526","corinthians",1110.40103812138,1278.35275619136,"12/10/2011",2011
"527","corinthians",1111.22278403966,1296.53424512617,"30/10/2011",2011
"528","corinthians",1110.97439390783,1287.30195130286,"13/11/2011",2011
"529","corinthians",1111.77920870596,1303.77263778897,"20/11/2011",2011
"530","corinthians",1112.14718521468,1311.91076459857,"04/12/2011",2011
"531","corinthians",1111.59562614316,1298.87704712873,"20/05/2012",2012
"532","corinthians",1110.91387803242,1281.31887786606,"07/06/2012",2012
"533","corinthians",1110.03151728836,1254.41230127775,"24/06/2012",2012
"534","corinthians",1109.0373029327,1230.1894886213,"11/07/2012",2012
"535","corinthians",1109.3833681939,1238.57368594317,"14/07/2012",2012
"536","corinthians",1110.10169083879,1256.04589579621,"21/07/2012",2012
"537","corinthians",1110.83940919943,1273.78523356511,"25/07/2012",2012
"538","corinthians",1110.51821426416,1266.23125752412,"08/08/2012",2012
"539","corinthians",1111.44502504771,1289.48006646018,"16/08/2012",2012
"540","corinthians",1110.41997599704,1262.2623469141,"26/08/2012",2012
"541","corinthians",1110.85268638765,1276.07793518003,"02/09/2012",2012
"542","corinthians",1110.90645142719,1279.49612592053,"08/09/2012",2012
"543","corinthians",1110.78992687859,1275.47349462043,"12/09/2012",2012
"544","corinthians",1112.12199723359,1301.75265717134,"30/09/2012",2012
"545","corinthians",1111.91783984907,1295.21892745446,"10/10/2012",2012
"546","corinthians",1110.98205015058,1265.93645631137,"20/10/2012",2012
"547","corinthians",1111.4223198887,1277.64374966196,"27/10/2012",2012
"548","corinthians",1112.70635324466,1307.77353341771,"10/11/2012",2012
"549","corinthians",1113.44833790716,1322.99597200542,"24/11/2012",2012
"550","corinthians",1112.61169262246,1302.66317326412,"25/05/2013",2013
"551","corinthians",1112.86262453947,1306.09529910336,"01/06/2013",2013
"552","corinthians",1112.27371653716,1287.46331508454,"08/06/2013",2013
"553","corinthians",1112.3627847231,1287.99316012485,"14/07/2013",2013
"554","corinthians",1112.27312854885,1284.17142057707,"28/07/2013",2013
"555","corinthians",1112.98657769614,1303.92394836863,"31/07/2013",2013
"556","corinthians",1113.98851418116,1327.38492515461,"11/08/2013",2013
"557","corinthians",1114.3621975741,1337.13442152832,"18/08/2013",2013
"558","corinthians",1115.1419752414,1353.38988163593,"01/09/2013",2013
"559","corinthians",1114.48299690154,1332.6923972192,"08/09/2013",2013
"560","corinthians",1113.28838139064,1302.42701956178,"15/09/2013",2013
"561","corinthians",1112.35049728187,1276.85145918958,"22/09/2013",2013
"562","corinthians",1111.88068599246,1262.4717785422,"02/10/2013",2013
"563","corinthians",1111.78837443556,1261.00763386001,"09/10/2013",2013
"564","corinthians",1111.58017575499,1257.68729336139,"19/10/2013",2013
"565","corinthians",1111.57092525224,1257.01832469794,"27/10/2013",2013
"566","corinthians",1111.87096266334,1266.87131972222,"10/11/2013",2013
"567","corinthians",1112.22919140597,1274.26522387948,"17/11/2013",2013
"568","corinthians",1111.67846401402,1258.24020454702,"30/11/2013",2013
"569","corinthians",1111.67324893033,1255.85815952624,"27/04/2014",2014
"570","corinthians",1111.32137445607,1243.47152732504,"18/05/2014",2014
"571","corinthians",1111.25049945981,1242.39921579277,"21/05/2014",2014
"572","corinthians",1112.35854141875,1271.80613883343,"28/05/2014",2014
"573","corinthians",1112.29580131412,1270.83548700751,"01/06/2014",2014
"574","corinthians",1112.79498232892,1281.89596238771,"17/07/2014",2014
"575","corinthians",1113.41833146024,1291.92418137914,"27/07/2014",2014
"576","corinthians",1113.73305438629,1296.58472110291,"16/08/2014",2014
"577","corinthians",1114.38351325044,1313.4777155782,"21/08/2014",2014
"578","corinthians",1113.81090138689,1299.91039030847,"31/08/2014",2014
"579","corinthians",1114.11765052512,1306.73333440018,"11/09/2014",2014
"580","corinthians",1113.38914988991,1284.4306072154,"18/09/2014",2014
"581","corinthians",1113.87531305789,1297.43613515943,"21/09/2014",2014
"582","corinthians",1113.25362033325,1280.40326632801,"04/10/2014",2014
"583","corinthians",1114.03100445971,1300.66423692353,"22/10/2014",2014
"584","corinthians",1113.96277678873,1292.64871812997,"01/11/2014",2014
"585","corinthians",1114.45215536329,1304.01351626389,"09/11/2014",2014
"586","corinthians",1115.70353110462,1334.21678710809,"23/11/2014",2014
"587","corinthians",1115.07154104477,1317.38197778197,"06/12/2014",2014
"588","corinthians",1141.86868770871,1159.06691798231,"07/08/1971",1971
"589","corinthians",1142.18149934058,1166.69817423948,"11/08/1971",1971
"590","corinthians",1143.33803891468,1193.98393686602,"29/08/1971",1971
"591","corinthians",1143.3201453318,1192.64324982099,"05/09/1971",1971
"592","corinthians",1143.42114823275,1193.08173623105,"18/09/1971",1971
"593","corinthians",1143.78095743168,1200.74656598393,"26/09/1971",1971
"594","corinthians",1143.66650289841,1195.66450692682,"09/10/1971",1971
"595","corinthians",1142.76442526545,1171.39239352204,"17/10/1971",1971
"596","corinthians",1143.38070158439,1186.25506722035,"24/10/1971",1971
"597","corinthians",1143.29644882091,1183.21640070254,"21/11/1971",1971
"598","corinthians",1143.16614126466,1179.57434916261,"28/11/1971",1971
"599","corinthians",1142.25844221995,1156.72967295165,"01/12/1971",1971
"600","corinthians",1142.61743351701,1165.29526118134,"13/09/1972",1972
"601","corinthians",1143.05620104885,1176.70911542749,"20/09/1972",1972
"602","corinthians",1142.02378630714,1149.88780816556,"24/09/1972",1972
"603","corinthians",1141.83692287805,1145.37551258592,"27/09/1972",1972
"604","corinthians",1142.16057184439,1152.06081896958,"05/10/1972",1972
"605","corinthians",1142.4879678588,1160.06309017429,"07/10/1972",1972
"606","corinthians",1142.29956333095,1154.66333457298,"11/10/1972",1972
"607","corinthians",1142.21114813886,1152.64323988162,"14/10/1972",1972
"608","corinthians",1141.31199766368,1130.11383978443,"18/10/1972",1972
"609","corinthians",1141.69723573641,1137.86418725826,"25/10/1972",1972
"610","corinthians",1142.00999001934,1145.70978983458,"28/10/1972",1972
"611","corinthians",1142.52962708517,1159.25845263141,"01/11/1972",1972
"612","corinthians",1142.94114678551,1170.8155175188,"05/11/1972",1972
"613","corinthians",1142.50223771299,1159.30236919835,"16/11/1972",1972
"614","corinthians",1142.81475865524,1167.17353391012,"19/11/1972",1972
"615","corinthians",1143.3594838041,1179.4134440388,"22/11/1972",1972
"616","corinthians",1142.36448274571,1154.47328126846,"26/11/1972",1972
"617","corinthians",1142.85716449695,1166.15478434088,"03/12/1972",1972
"618","corinthians",1142.82047918778,1165.28397732886,"10/12/1972",1972
"619","corinthians",1142.48411275327,1155.98800096506,"20/12/1972",1972
"620","corinthians",1142.69197492808,1161.08827280174,"29/08/1973",1973
"621","corinthians",1141.66163947048,1136.82689440018,"31/08/1973",1973
"622","corinthians",1141.47437742217,1132.13748976132,"05/09/1973",1973
"623","corinthians",1141.69073608665,1139.0227878712,"12/09/1973",1973
"624","corinthians",1141.00446262944,1122.41988004273,"16/09/1973",1973
"625","corinthians",1141.80039693294,1142.36646387905,"27/09/1973",1973
"626","corinthians",1142.34179923244,1153.34302759286,"30/09/1973",1973
"627","corinthians",1142.7394339866,1162.61186337996,"03/10/1973",1973
"628","corinthians",1143.1266371675,1171.48005287729,"13/10/1973",1973
"629","corinthians",1143.43906402729,1179.14506844717,"17/10/1973",1973
"630","corinthians",1144.0875734443,1194.7268651335,"21/10/1973",1973
"631","corinthians",1143.71260077804,1185.32238089941,"27/10/1973",1973
"632","corinthians",1143.02349631586,1167.04459658293,"31/10/1973",1973
"633","corinthians",1142.99964896265,1166.6911223315,"04/11/1973",1973
"634","corinthians",1142.31360780309,1150.20967512105,"11/11/1973",1973
"635","corinthians",1142.27116429906,1150.4737934137,"14/11/1973",1973
"636","corinthians",1142.18060362462,1150.78449483891,"29/11/1973",1973
"637","corinthians",1140.91211104191,1121.46708499064,"12/12/1973",1973
"638","corinthians",1140.40578786113,1111.60346780109,"20/01/1974",1974
"639","corinthians",1140.31592081222,1113.34113759936,"27/01/1974",1974
"640","corinthians",1139.63242033364,1098.54657229116,"30/01/1974",1974
"641","corinthians",1139.94629917889,1107.00909962403,"03/02/1974",1974
"642","corinthians",1140.48312726599,1123.07169863931,"10/02/1974",1974
"643","corinthians",1140.79540481795,1130.43074688212,"10/03/1974",1974
"644","corinthians",1140.61186805009,1127.33096879007,"13/03/1974",1974
"645","corinthians",1141.42387525007,1152.53306607355,"30/03/1974",1974
"646","corinthians",1140.80061956071,1135.86741997024,"13/04/1974",1974
"647","corinthians",1139.79081068178,1109.75925601081,"20/04/1974",1974
"648","corinthians",1140.64922728835,1130.81431033529,"27/04/1974",1974
"649","corinthians",1139.75866325366,1112.11728671748,"15/05/1974",1974
"650","corinthians",1139.63748235328,1109.96827570187,"25/05/1974",1974
"651","corinthians",1140.8083489305,1137.74878059948,"05/06/1974",1974
"652","corinthians",1140.71845721425,1138.86052713969,"09/06/1974",1974
"653","corinthians",1139.69080006404,1114.08099950779,"13/06/1974",1974
"654","corinthians",1139.47502373125,1112.33949228566,"03/07/1974",1974
"655","corinthians",1138.18565541244,1084.57846138499,"14/07/1974",1974
"656","corinthians",1138.54758758993,1095.46181992888,"24/08/1975",1975
"657","corinthians",1139.40992782678,1122.19154597906,"14/09/1975",1975
"658","corinthians",1139.43626854693,1125.08783887409,"21/09/1975",1975
"659","corinthians",1139.75071483306,1133.37516469523,"24/09/1975",1975
"660","corinthians",1139.563811498,1128.42145006109,"27/09/1975",1975
"661","corinthians",1138.87969924388,1112.17546568641,"02/10/1975",1975
"662","corinthians",1139.41902996663,1121.81723515304,"05/10/1975",1975
"663","corinthians",1138.63617882911,1101.597878506,"12/10/1975",1975
"664","corinthians",1138.45047418996,1097.63873460354,"15/10/1975",1975
"665","corinthians",1138.86446864349,1112.40792827622,"19/10/1975",1975
"666","corinthians",1138.27131749666,1102.60579102017,"26/10/1975",1975
"667","corinthians",1139.49375643878,1140.07700149608,"09/11/1975",1975
"668","corinthians",1139.91490404346,1150.33190659047,"13/11/1975",1975
"669","corinthians",1139.38242828912,1139.82581688073,"23/11/1975",1975
"670","corinthians",1138.77773141268,1124.97484295028,"27/11/1975",1975
"671","corinthians",1139.7962082415,1155.59222043116,"01/09/1976",1976
"672","corinthians",1139.42908233955,1147.95099900858,"16/09/1976",1976
"673","corinthians",1139.23853831497,1141.94804341488,"19/09/1976",1976
"674","corinthians",1139.70601860892,1152.28387839733,"22/09/1976",1976
"675","corinthians",1139.784510655,1156.70624880931,"10/10/1976",1976
"676","corinthians",1140.40565272027,1173.87869454213,"24/10/1976",1976
"677","corinthians",1139.73236240931,1157.06682463068,"03/11/1976",1976
"678","corinthians",1139.75767781952,1158.88620142299,"07/11/1976",1976
"679","corinthians",1140.62287615988,1181.20080052406,"14/11/1976",1976
"680","corinthians",1142.05801773357,1220.88566442443,"28/11/1976",1976
"681","corinthians",1141.99129521198,1219.86935970813,"05/12/1976",1976
"682","corinthians",1141.23499042314,1206.32225026498,"12/12/1976",1976
"683","corinthians",1141.04456049432,1199.33803262422,"16/10/1977",1977
"684","corinthians",1140.85820593756,1194.23079538426,"19/10/1977",1977
"685","corinthians",1140.53569652746,1188.3388035289,"30/10/1977",1977
"686","corinthians",1141.25580366736,1200.96049944155,"13/11/1977",1977
"687","corinthians",1141.06826619036,1195.47433717821,"16/11/1977",1977
"688","corinthians",1142.92892013302,1240.85504920651,"10/12/1977",1977
"689","corinthians",1142.80752504015,1239.08771285356,"15/02/1978",1978
"690","corinthians",1143.22650949154,1251.65936328596,"19/02/1978",1978
"691","corinthians",1143.03861197876,1245.68818974997,"26/03/1978",1978
"692","corinthians",1143.35044075446,1252.29496667864,"29/03/1978",1978
"693","corinthians",1143.16805144809,1247.51472414508,"02/04/1978",1978
"694","corinthians",1143.44622050209,1250.75791362157,"16/04/1978",1978
"695","corinthians",1144.85143695388,1276.27517129496,"07/05/1978",1978
"696","corinthians",1144.66429307054,1270.89964646838,"10/05/1978",1978
"697","corinthians",1145.1465409784,1279.42158263196,"07/06/1978",1978
"698","corinthians",1144.56952795124,1265.76565740293,"10/06/1978",1978
"699","corinthians",1144.15045628782,1254.03335435239,"24/06/1978",1978
"700","corinthians",1143.55163958339,1239.45019594779,"02/07/1978",1978
"701","corinthians",1143.86563293109,1247.15197313334,"05/07/1978",1978
"702","corinthians",1143.08221693355,1230.733892192,"16/07/1978",1978
"703","corinthians",1143.59361920945,1242.65197290004,"27/02/1980",1980
"704","corinthians",1144.5530277434,1271.59787929173,"05/03/1980",1980
"705","corinthians",1144.50515988219,1270.01151805043,"19/03/1980",1980
"706","corinthians",1144.8105907356,1275.73398581619,"23/03/1980",1980
"707","corinthians",1145.58174783676,1294.50923254823,"13/04/1980",1980
"708","corinthians",1146.17229123631,1307.6153129502,"21/04/1980",1980
"709","corinthians",1145.74575646636,1298.71052504144,"04/05/1980",1980
"710","corinthians",1145.72942235272,1295.23822539846,"11/05/1980",1980
"711","corinthians",1146.58309993425,1319.88223553761,"17/05/1980",1980
"712","corinthians",1147.04876827894,1328.58209706769,"18/01/1981",1981
"713","corinthians",1147.3552000136,1333.09787950207,"21/01/1981",1981
"714","corinthians",1145.76233199134,1293.00872485993,"31/01/1981",1981
"715","corinthians",1145.1712742649,1276.75509080373,"07/02/1981",1981
"716","corinthians",1145.31432071788,1283.6648958353,"14/02/1981",1981
"717","corinthians",1144.72642857081,1263.89094976049,"07/03/1981",1981
"718","corinthians",1143.05541926591,1225.393686617,"15/03/1981",1981
"719","corinthians",1141.5733096335,1190.74274275844,"28/03/1981",1981
"720","corinthians",1142.1233054907,1216.83483072659,"07/03/1982",1982
"721","corinthians",1142.83397064319,1237.60493138345,"10/03/1982",1982
